,absacc,acc,age,agr,bm,bm_ia,cashdebt,cashpr,cfp,cfp_ia,chatoia,chcsho,chempia,chinv,chpmia,currat,depr,divi,divo,dy,egr,ep,gma,grcapx,herf,hire,invest,lev,lgr,mve_ia,pchcapx_ia,pchcurrat,pchdepr,pchgm_pchsale,pchquick,pchsale_pchinvt,pchsale_pchrect,pchsale_pchxsga,pchsaleinv,pctacc,quick,rd_mve,rd_sale,roic,salecash,saleinv,salerec,sgr,sp
0003q.L^J08,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2817100638844089,,,,,,,,,,,,,,,,,,,
0008q.L^H00,0.0309661888609257,-0.0309661888609257,13.0,,,,0.7966196007511985,-202.8796840408056,,,1.028146663865379,,,0.0229237334500492,,0.8662569505414157,0.0871635889832409,,,,,,0.5252489331436688,,1.5387849024407795e-06,,,,,,,,,,,,,,,-0.1189950593924108,0.835601404741006,,,,157.46111111111085,67.64439140811449,8.498650674662674,,
0010q.L^J08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1414834994897843,,,,,,,,,,,,,,,,,,,
0011q.L^J08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0012q.L^J08,0.0861111717347598,0.0861111717347598,2.0,,0.0252775260055761,,0.2996823554842192,941.0144295442072,0.0009789364946041,12.26164022526357,,,,0.0004166729019395,,1.9937329071891527,0.0098454484297365,1.0,,0.0030809621500011,,0.0051708916490081,0.185315489096115,,3.933453465115685e-07,,,0.0173514879920111,,0.8245297876940401,,,,,,,,,,0.8106832320124294,1.992364564530788,,,,8.833135330078083,889.5010365853653,7.401053552276319,,0.0090212942648157
0013q.L^J08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.330991746814092,,,,,,,,,,,,,,,,,,,
0016q.L^J08,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4156871147316368,,,,,,,,,,,,,,,,,,,
0017q.L^J08,0.0272050639665514,0.0272050639665514,12.0,,0.0442672801133304,,0.1267053280570191,192.0448789721665,0.0013361308732963,16.73566789319867,0.2310007278339587,,,0.4054216289898328,,1.6301586100814525,0.0804410306402003,1.0,,0.0017956417559753,,0.0035905062900104,0.1741989070035969,,5.164545967262566e-07,,,0.0315994260670636,,0.5904489440677202,,,,,,,,,,0.6278711787767263,0.6491766901177631,,,,2.9757178715753008,0.8593468850571141,708.2838983050831,,0.0144351703804193
0018q.L^F97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0391743525602127,,,,,,,,,,,,,,,,,,,
0020q.L^J08,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2765197499479679,,,,,,,,,,,,,,,,,,,
