Instrument,TR.ADVERTISINGEXPENSE,TR.ADVERTISINGEXPENSE.CALCDATE,TR.BACKLOGVALUEACTUAL,TR.BACKLOGVALUEACTUAL.CALCDATE,TR.CAPITALLEASEOBLIGATIONS,TR.CAPITALLEASEOBLIGATIONS.CALCDATE,TR.DEFERREDREVENUECURRENT,TR.DEFERREDREVENUECURRENT.CALCDATE,TR.DEFERREDREVENUELT,TR.DEFERREDREVENUELT.CALCDATE,TR.GOODWILLNET,TR.GOODWILLNET.CALCDATE,TR.ISSUANCERETIREMENTOFSTOCKNET,TR.ISSUANCERETIREMENTOFSTOCKNET.CALCDATE,TR.NETINCOME,TR.NETINCOME.CALCDATE,TR.REDEEMABLEPREFERREDTTL,TR.REDEEMABLEPREFERREDTTL.CALCDATE,TR.TAXCURDOM,TR.TAXCURDOM.CALCDATE,TR.TAXOTHINCTOT,TR.TAXOTHINCTOT.CALCDATE,TR.TTLPREFERREDSHARESOUT,TR.TTLPREFERREDSHARESOUT.CALCDATE,TR.WARRANTSCONVERTED,TR.WARRANTSCONVERTED.CALCDATE
FSG.L^B11,,,,,28000.0,2000-06-06,,2000-06-06,,,,2000-06-06,10627000.0,2000-06-06,-1038000.0,2000-06-06,,,,2000-06-06,,2000-06-06,,,,
FSG.L^B11,,,,,,2001-06-05,,2001-06-05,,,,2001-06-05,-66000.0,2001-06-05,-2437000.0,2001-06-05,,,,2001-06-05,,2001-06-05,,,,
FSG.L^B11,,,,,,2002-04-30,,2002-04-30,,,,2002-04-30,0.0,2002-04-30,-2590000.0,2002-04-30,,,,2002-04-30,,2002-04-30,,,,
FSG.L^B11,,,,,,2003-06-12,,2003-06-12,,,,2003-06-12,6000.0,2003-06-12,-3432000.0,2003-06-12,,,,2003-06-12,,2003-06-12,,,,
FSG.L^B11,,,,,,2004-06-08,,2004-06-08,,,,2004-06-08,676000.0,2004-06-08,-282000.0,2004-06-08,,,-100000.0,2004-06-08,-100000.0,2004-06-08,,,,
FSG.L^B11,,,,,,2005-06-14,,2005-06-14,,,,2005-06-14,16000.0,2005-06-14,26000.0,2005-06-14,,,0.0,2005-06-14,0.0,2005-06-14,,,,
FSG.L^B11,,,,,,2006-06-06,466000.0,2006-06-06,,,,2006-06-06,10000.0,2006-06-06,112000.0,2006-06-06,,,0.0,2006-06-06,0.0,2006-06-06,,,,
FSG.L^B11,,,,,,2007-06-12,1232000.0,2007-06-12,,,,2007-06-12,115000.0,2007-06-12,1567000.0,2007-06-12,,,-82000.0,2007-06-12,-532000.0,2007-06-12,,,,
FSG.L^B11,,,,,,2008-06-17,113000.0,2008-06-17,,,0.0,2008-06-17,34000.0,2008-06-17,1976000.0,2008-06-17,,,0.0,2008-06-17,-576000.0,2008-06-17,,,,
FSG.L^B11,,,,,,2009-06-10,37000.0,2009-06-10,,,83000.0,2009-06-10,2000.0,2009-06-10,1723000.0,2009-06-10,,,0.0,2009-06-10,54000.0,2009-06-10,,,,
