Instrument,TR.ADVERTISINGEXPENSE,TR.ADVERTISINGEXPENSE.CALCDATE,TR.BACKLOGVALUEACTUAL,TR.BACKLOGVALUEACTUAL.CALCDATE,TR.CAPITALLEASEOBLIGATIONS,TR.CAPITALLEASEOBLIGATIONS.CALCDATE,TR.DEFERREDREVENUECURRENT,TR.DEFERREDREVENUECURRENT.CALCDATE,TR.DEFERREDREVENUELT,TR.DEFERREDREVENUELT.CALCDATE,TR.GOODWILLNET,TR.GOODWILLNET.CALCDATE,TR.ISSUANCERETIREMENTOFSTOCKNET,TR.ISSUANCERETIREMENTOFSTOCKNET.CALCDATE,TR.NETINCOME,TR.NETINCOME.CALCDATE,TR.REDEEMABLEPREFERREDTTL,TR.REDEEMABLEPREFERREDTTL.CALCDATE,TR.TAXCURDOM,TR.TAXCURDOM.CALCDATE,TR.TAXOTHINCTOT,TR.TAXOTHINCTOT.CALCDATE,TR.TTLPREFERREDSHARESOUT,TR.TTLPREFERREDSHARESOUT.CALCDATE,TR.WARRANTSCONVERTED,TR.WARRANTSCONVERTED.CALCDATE
WFC.L^F11,,,,,,2000-06-30,,2000-06-30,,2000-06-30,,2000-06-30,,2000-06-30,,2000-06-30,,,,,,,,,,
WFC.L^F11,,,,,0.0,2001-10-05,,2001-10-05,163000.0,2001-10-05,1497000.0,2001-10-05,300000.0,2001-10-05,-5146000.0,2001-10-05,,,,,,,,,,
WFC.L^F11,,,,,16000.0,2002-10-31,,2002-10-31,1786000.0,2002-10-31,0.0,2002-10-31,5048000.0,2002-10-31,-6934000.0,2002-10-31,,,,,,,,,,
WFC.L^F11,,,,,6121000.0,2003-12-02,,2003-12-02,83000.0,2003-12-02,0.0,2003-12-02,4600000.0,2003-12-02,-10264000.0,2003-12-02,,,,,,,,,,
WFC.L^F11,,,,,6082000.0,2004-11-17,,2004-11-17,51000.0,2004-11-17,0.0,2004-11-17,3973000.0,2004-11-17,-4568000.0,2004-11-17,,,,,,,,,,
WFC.L^F11,,,,,0.0,2005-11-24,,2005-11-24,46000.0,2005-11-24,0.0,2005-11-24,1856000.0,2005-11-24,-2176000.0,2005-11-24,,,,,,,,,,
WFC.L^F11,,,,,,2006-11-23,,2006-11-23,42000.0,2006-11-23,0.0,2006-11-23,5177000.0,2006-11-23,-5358000.0,2006-11-23,,,,,,,,,,
WFC.L^F11,,,,,,2007-11-14,2520000.0,2007-11-14,37000.0,2007-11-14,,2007-11-14,,2007-11-14,7636000.0,2007-11-14,,,,,,,,,,
WFC.L^F11,,,,,,2008-11-18,4751000.0,2008-11-18,33000.0,2008-11-18,,2008-11-18,,2008-11-18,426000.0,2008-11-18,,,,,,,,,,
WFC.L^F11,,,,,,2009-11-09,2234000.0,2009-11-09,29000.0,2009-11-09,,2009-11-09,,2009-11-09,-1987000.0,2009-11-09,,,,,,,,,,
WFC.L^F11,,,,,,2010-11-02,2272000.0,2010-11-02,25000.0,2010-11-02,,2010-11-02,,2010-11-02,-3908000.0,2010-11-02,,,,,,,,,,
WEY.L^E21,,,,,,2010-12-31,,2010-12-31,,,,2010-12-31,,2010-12-31,-1270.0,2010-12-31,,,,,,,,,,
WEY.L^E21,,,,,,2011-12-31,,2011-12-31,,,,2011-12-31,448190.0,2011-12-31,-388540.0,2011-12-31,,,,,,,,,,
WEY.L^E21,,,,,,2013-08-05,,2013-08-05,,,,2013-08-05,0.0,2013-08-05,-455690.0,2013-08-05,,,,,,,,,,
WEY.L^E21,,,,,,2013-12-31,,2013-12-31,,,,2013-12-31,,2013-12-31,-168790.0,2013-12-31,,,,,,,,,,
WEY.L^E21,,,,,,2015-04-17,,2015-04-17,,,,2015-04-17,0.0,2015-04-17,-313110.0,2015-04-17,,,,,,,,,,
WEY.L^E21,,,,,,2015-12-28,,2015-12-28,,,201220.0,2015-12-28,,2015-12-28,-355710.0,2015-12-28,,,,,,,,,,
WEY.L^E21,,,,,,2016-10-31,,2016-10-31,,,201220.0,2016-10-31,1662500.0,2016-10-31,-825760.0,2016-10-31,,,,,,,,,,
WEY.L^E21,,,,,,2017-10-31,,2017-10-31,,,201220.0,2017-10-31,109740.0,2017-10-31,17630.0,2017-10-31,,,,,,,,,,
WEY.L^E21,,,,,,2018-10-29,205340.0,2018-10-29,,,1630940.0,2018-10-29,4914150.0,2018-10-29,-301870.0,2018-10-29,,,,,,,,,,
