Instrument,TR.ADVERTISINGEXPENSE,TR.ADVERTISINGEXPENSE.CALCDATE,TR.BACKLOGVALUEACTUAL,TR.BACKLOGVALUEACTUAL.CALCDATE,TR.CAPITALLEASEOBLIGATIONS,TR.CAPITALLEASEOBLIGATIONS.CALCDATE,TR.DEFERREDREVENUECURRENT,TR.DEFERREDREVENUECURRENT.CALCDATE,TR.DEFERREDREVENUELT,TR.DEFERREDREVENUELT.CALCDATE,TR.GOODWILLNET,TR.GOODWILLNET.CALCDATE,TR.ISSUANCERETIREMENTOFSTOCKNET,TR.ISSUANCERETIREMENTOFSTOCKNET.CALCDATE,TR.NETINCOME,TR.NETINCOME.CALCDATE,TR.REDEEMABLEPREFERREDTTL,TR.REDEEMABLEPREFERREDTTL.CALCDATE,TR.TAXCURDOM,TR.TAXCURDOM.CALCDATE,TR.TAXOTHINCTOT,TR.TAXOTHINCTOT.CALCDATE,TR.TTLPREFERREDSHARESOUT,TR.TTLPREFERREDSHARESOUT.CALCDATE,TR.WARRANTSCONVERTED,TR.WARRANTSCONVERTED.CALCDATE
0GMY.L^E09,,,,,,,,,,,,,,2008-05-22,145852482.6,2008-05-22,,,,,,,,,,
0GMY.L^E09,,,,,,,,,,,,,-6966321.19,2009-04-30,-377646534.79,2009-04-30,,,,,,,,,,
0GMY.L^E09,,,,,,,,,,,,,-1993927.84,2010-03-31,116013048.32,2010-03-31,,,,,,,,,,
0GMY.L^E09,,,,,,,,,,,,,-19441088.82,2011-03-31,178755317.73,2011-03-31,,,,,,,,,,
0GMY.L^E09,,,,,,,,,,,,,-83173125.39,2012-04-06,27305534.49,2012-04-06,,,,,,,,,,
0GMK.L^E08,,,,,,2004-04-23,1090065.1941228,2004-04-23,,,155022842.964178,2004-04-23,,2004-04-23,2024406.7890852,2004-04-23,,,,2004-04-23,10277757.5445864,2004-04-23,,,,2004-04-23
0GMK.L^E08,,,,,,2004-12-31,940326.508523496,2004-12-31,,,157191248.008178,2004-12-31,,2004-12-31,15828829.5601455,2004-12-31,,,,2004-12-31,14888503.051622,2004-12-31,,,,2004-12-31
0GMK.L^E08,,,,,,2005-12-31,5633583.49913114,2005-12-31,,,175445886.115798,2005-12-31,,2005-12-31,25680361.14539,2005-12-31,,,,2005-12-31,19461470.2697257,2005-12-31,,,,2005-12-31
0GMK.L^E08,,,,,,2007-02-14,8054600.96708691,2007-02-14,,,195473232.729026,2007-02-14,-82410500.6354725,2007-02-14,43629088.5717207,2007-02-14,,,,2007-02-14,31621766.7596745,2007-02-14,,,,2007-02-14
0GMK.L^E08,,,,,,2008-02-12,12163133.2982576,2008-02-12,,,211529363.06521,2008-02-12,0.0,2008-02-12,70249891.6777568,2008-02-12,,,,2008-02-12,42726904.1502894,2008-02-12,,,,2008-02-12
0GMK.L^E08,,,,,,2009-02-11,16106861.2764868,2009-02-11,,,260160824.53108,2009-02-11,-30462976.7620511,2009-02-11,63289460.3418475,2009-02-11,,,,2009-02-11,46744912.6176301,2009-02-11,,,,2009-02-11
0GMK.L^E08,,,,,,2010-02-10,3631138.79500573,2010-02-10,,,252623513.309684,2010-02-10,0.0,2010-02-10,2939493.31024273,2010-02-10,,,,2010-02-10,14697466.5512137,2010-02-10,,,,2010-02-10
0GMK.L^E08,,,,,,2011-04-06,11369538.5853528,2011-04-06,,,247550205.66932,2011-04-06,,2011-04-06,2579643.20844138,2011-04-06,,,,2011-04-06,16242197.9790754,2011-04-06,,,,2011-04-06
0GMK.L^E08,,,,,,2012-02-14,12523177.2118819,2012-02-14,,,242145911.611835,2012-02-14,,2012-02-14,8504545.7185168,2012-02-14,,,,2012-02-14,17756743.8078922,2012-02-14,,,,2012-02-14
0GMK.L^E08,,,,,,2013-02-13,22346751.6080387,2013-02-13,,,253957575.477795,2013-02-13,4923860.52380513,2013-02-13,11552134.3058505,2013-02-13,,,5397308.65109408,2013-02-13,5302619.02563629,2013-02-13,,,,2013-02-13
0GMK.L^E08,,,,,,2014-02-18,22052037.5347616,2014-02-18,,,256554343.063992,2014-02-18,0.0,2014-02-18,21864360.6195721,2014-02-18,,,8351622.72593099,2014-02-18,9008491.9290941,2014-02-18,,,,2014-02-18
0GMK.L^E08,,,,,3294926.56019498,2015-02-10,21993634.7893015,2015-02-10,,,235504875.889937,2015-02-10,,2015-02-10,23311605.4133795,2015-02-10,,,9061048.04053621,2015-02-10,8484435.89250209,2015-02-10,,,,2015-02-10
0GMK.L^E08,,,,,2972265.43538744,2016-02-11,17190940.6262949,2016-02-11,,,232720350.441011,2016-02-11,,2016-02-11,24501106.9673829,2016-02-11,,,7711823.8323566,2016-02-11,20243537.5599361,2016-02-11,,,,2016-02-11
0GMK.L^E08,,,,,3026204.20084105,2017-02-10,26612795.7662198,2017-02-10,,,263724795.502707,2017-02-10,,2017-02-10,27235837.8075694,2017-02-10,,,10591714.7029437,2017-02-10,24743669.6421709,2017-02-10,,,,2017-02-10
0GMK.L^E08,,,,,3248458.2464611,2018-02-08,30318943.6336369,2018-02-08,,,276028715.997903,2018-02-08,90234.9512905861,2018-02-08,31311528.0978334,2018-02-08,,,11279368.9113233,2018-02-08,21656388.3097407,2018-02-08,,,90234.9512905861,2018-02-08
0GMK.L^E08,,,,,2922149.92544395,2019-02-13,37279549.0488455,2019-02-13,,,278401192.896842,2019-02-13,0.0,2019-02-13,34888699.1098459,2019-02-13,,,12308449.6859609,2019-02-13,24262699.3809588,2019-02-13,,,0.0,2019-02-13
0GMK.L^E08,,,,,64286648.1521043,2020-02-06,38185302.2858364,2020-02-06,,,258677227.088229,2020-02-06,,2020-02-06,54619483.0164495,2020-02-06,,,16756419.5684683,2020-02-06,16353621.0211493,2020-02-06,,,,2020-02-06
