Instrument,TR.ADVERTISINGEXPENSE,TR.ADVERTISINGEXPENSE.CALCDATE,TR.BACKLOGVALUEACTUAL,TR.BACKLOGVALUEACTUAL.CALCDATE,TR.CAPITALLEASEOBLIGATIONS,TR.CAPITALLEASEOBLIGATIONS.CALCDATE,TR.DEFERREDREVENUECURRENT,TR.DEFERREDREVENUECURRENT.CALCDATE,TR.DEFERREDREVENUELT,TR.DEFERREDREVENUELT.CALCDATE,TR.GOODWILLNET,TR.GOODWILLNET.CALCDATE,TR.ISSUANCERETIREMENTOFSTOCKNET,TR.ISSUANCERETIREMENTOFSTOCKNET.CALCDATE,TR.NETINCOME,TR.NETINCOME.CALCDATE,TR.REDEEMABLEPREFERREDTTL,TR.REDEEMABLEPREFERREDTTL.CALCDATE,TR.TAXCURDOM,TR.TAXCURDOM.CALCDATE,TR.TAXOTHINCTOT,TR.TAXOTHINCTOT.CALCDATE,TR.TTLPREFERREDSHARESOUT,TR.TTLPREFERREDSHARESOUT.CALCDATE,TR.WARRANTSCONVERTED,TR.WARRANTSCONVERTED.CALCDATE
IOVI.L^G11,,,,,,2002-07-26,,2002-07-26,,,,2002-07-26,,2002-07-26,,2002-07-26,,,,2002-07-26,,2002-07-26,,,,
IOVI.L^G11,,,,,,2003-12-08,,2003-12-08,,,1453000.0,2003-12-08,,2003-12-08,-208000.0,2003-12-08,,,,2003-12-08,,2003-12-08,,,,
IOVI.L^G11,,,,,,2004-12-21,,2004-12-21,,,1377000.0,2004-12-21,,2004-12-21,-345000.0,2004-12-21,,,0.0,2004-12-21,0.0,2004-12-21,,,,
IOVI.L^G11,,,,,,2006-01-11,,2006-01-11,,,1302000.0,2006-01-11,,2006-01-11,-174000.0,2006-01-11,,,-10000.0,2006-01-11,-10000.0,2006-01-11,,,,
IOVI.L^G11,,,,,0.0,2007-02-12,,2007-02-12,,,1769000.0,2007-02-12,270000.0,2007-02-12,42000.0,2007-02-12,,,,2007-02-12,,2007-02-12,,,,
IOVI.L^G11,,,,,27000.0,2007-12-20,,2007-12-20,,,5030000.0,2007-12-20,700000.0,2007-12-20,292000.0,2007-12-20,,,36000.0,2007-12-20,23000.0,2007-12-20,,,,
IOVI.L^G11,,,,,14000.0,2009-01-21,1361000.0,2009-01-21,,,8180000.0,2009-01-21,0.0,2009-01-21,756000.0,2009-01-21,,,173000.0,2009-01-21,129000.0,2009-01-21,,,,
IOVI.L^G11,,,,,,2010-01-14,1442900.0,2010-01-14,,,12347310.0,2010-01-14,150000.0,2010-01-14,-1419000.0,2010-01-14,,,132000.0,2010-01-14,73000.0,2010-01-14,,,,
IOVI.L^G11,,,,,,2011-01-28,1941180.0,2011-01-28,,,12452110.0,2011-01-28,0.0,2011-01-28,457400.0,2011-01-28,,,240180.0,2011-01-28,126090.0,2011-01-28,,,,
IOG.L^G02,,,,,409000000.0,2000-03-31,,,,,580000000.0,2000-03-31,0.0,2000-03-31,-817000000.0,2000-03-31,,,,,,,,,,
