Instrument,TR.ADVERTISINGEXPENSE,TR.ADVERTISINGEXPENSE.CALCDATE,TR.BACKLOGVALUEACTUAL,TR.BACKLOGVALUEACTUAL.CALCDATE,TR.CAPITALLEASEOBLIGATIONS,TR.CAPITALLEASEOBLIGATIONS.CALCDATE,TR.DEFERREDREVENUECURRENT,TR.DEFERREDREVENUECURRENT.CALCDATE,TR.DEFERREDREVENUELT,TR.DEFERREDREVENUELT.CALCDATE,TR.GOODWILLNET,TR.GOODWILLNET.CALCDATE,TR.ISSUANCERETIREMENTOFSTOCKNET,TR.ISSUANCERETIREMENTOFSTOCKNET.CALCDATE,TR.NETINCOME,TR.NETINCOME.CALCDATE,TR.REDEEMABLEPREFERREDTTL,TR.REDEEMABLEPREFERREDTTL.CALCDATE,TR.TAXCURDOM,TR.TAXCURDOM.CALCDATE,TR.TAXOTHINCTOT,TR.TAXOTHINCTOT.CALCDATE,TR.TTLPREFERREDSHARESOUT,TR.TTLPREFERREDSHARESOUT.CALCDATE,TR.WARRANTSCONVERTED,TR.WARRANTSCONVERTED.CALCDATE
TSTL.L,,,,,0.0,2002-06-30,,,,,,2002-06-30,0.0,2002-06-30,10000.0,2002-06-30,,,0.0,2002-06-30,-37000.0,2002-06-30,,,,
TSTL.L,,,,,4000.0,2003-06-30,,,,,,2003-06-30,0.0,2003-06-30,34000.0,2003-06-30,,,0.0,2003-06-30,26000.0,2003-06-30,,,,
TSTL.L,,,,,,2004-06-30,,,,,,2004-06-30,-25000.0,2004-06-30,111000.0,2004-06-30,,,0.0,2004-06-30,53000.0,2004-06-30,,,,
TSTL.L,,,,,,2005-10-03,,,,,0.0,2005-10-03,,2005-10-03,40000.0,2005-10-03,,,11000.0,2005-10-03,66000.0,2005-10-03,,,,
TSTL.L,,,,,,2006-10-23,,,,,774000.0,2006-10-23,0.0,2006-10-23,506000.0,2006-10-23,,,184000.0,2006-10-23,213000.0,2006-10-23,,,,
TSTL.L,,,,,,2007-10-29,,,,,774000.0,2007-10-29,0.0,2007-10-29,551000.0,2007-10-29,,,189000.0,2007-10-29,236000.0,2007-10-29,,,,
TSTL.L,,,,,,2008-10-06,,,,,779000.0,2008-10-06,1000000.0,2008-10-06,1049000.0,2008-10-06,,,376000.0,2008-10-06,168000.0,2008-10-06,,,,
TSTL.L,,,,,,2009-10-12,,,,,779000.0,2009-10-12,0.0,2009-10-12,919000.0,2009-10-12,,,375000.0,2009-10-12,366000.0,2009-10-12,,,,
TSTL.L,,,,,,2010-10-18,,,,,779000.0,2010-10-18,3102000.0,2010-10-18,1215000.0,2010-10-18,,,563000.0,2010-10-18,529000.0,2010-10-18,,,,
TSTL.L,,,,,,2011-10-24,,,,,779000.0,2011-10-24,3900000.0,2011-10-24,476000.0,2011-10-24,,,5000.0,2011-10-24,71000.0,2011-10-24,,,,
TSTL.L,,,,,,2012-10-29,,,,,779000.0,2012-10-29,,2012-10-29,707000.0,2012-10-29,,,34000.0,2012-10-29,-91000.0,2012-10-29,,,,
TSTL.L,,,,,,2013-10-14,,,,,667000.0,2013-10-14,0.0,2013-10-14,-1264000.0,2013-10-14,,,79000.0,2013-10-14,-438000.0,2013-10-14,,,,
TSTL.L,,,,,,2014-10-13,,,,,667000.0,2014-10-13,135000.0,2014-10-13,1298000.0,2014-10-13,,,248000.0,2014-10-13,551000.0,2014-10-13,,,,
TSTL.L,,,,,,2015-10-12,,,,,667000.0,2015-10-12,648000.0,2015-10-12,2215000.0,2015-10-12,,,363000.0,2015-10-12,337000.0,2015-10-12,,,,
TSTL.L,,,,,,2016-10-17,,,,,667000.0,2016-10-17,498000.0,2016-10-17,2102000.0,2016-10-17,,,444000.0,2016-10-17,491000.0,2016-10-17,,,,
TSTL.L,,,,,,2017-10-19,,,,,1065000.0,2017-10-19,300000.0,2017-10-19,3417000.0,2017-10-19,,,149000.0,2017-10-19,549000.0,2017-10-19,,,,
TSTL.L,,,,,,2018-10-17,,,,,998000.0,2018-10-17,358000.0,2018-10-17,3272000.0,2018-10-17,,,255000.0,2018-10-17,734000.0,2018-10-17,,,,
TSTL.L,,,,,,2019-10-16,,,,,5150000.0,2019-10-16,383000.0,2019-10-16,4031000.0,2019-10-16,,,221000.0,2019-10-16,715000.0,2019-10-16,,,,
TSTL.L,,,,,5185000.0,2020-10-19,,,,,5626000.0,2020-10-19,1214000.0,2020-10-19,5100000.0,2020-10-19,,,265000.0,2020-10-19,1539000.0,2020-10-19,,,,
TSTL.L,,,,,5276000.0,2021-10-18,,,,,5265000.0,2021-10-18,984000.0,2021-10-18,2972000.0,2021-10-18,,,,2021-10-18,,2021-10-18,,,,
TSTL.L,,,,,4997000.0,2022-10-27,,,,,5242000.0,2022-10-27,398000.0,2022-10-27,927000.0,2022-10-27,,,0.0,2022-10-27,568000.0,2022-10-27,,,,
MAFL.L,,,,,,,,2003-12-31,,,0.0,2003-12-31,,2003-12-31,-39000.0,2003-12-31,,,,2003-12-31,,2003-12-31,,,,
MAFL.L,,,,,,,,2004-12-31,,,0.0,2004-12-31,,2004-12-31,7000.0,2004-12-31,,,,2004-12-31,,2004-12-31,,,,
MAFL.L,,,,,,,,2006-03-31,,,0.0,2006-03-31,,2006-03-31,16000.0,2006-03-31,,,,2006-03-31,,2006-03-31,,,,
MAFL.L,,,,,,,13274.0,2007-10-29,,,,2007-10-29,504035.471,2007-10-29,-5905040.0,2007-10-29,,,0.0,2007-10-29,0.0,2007-10-29,,,,
MAFL.L,,,,,,,27712.0,2008-05-27,,,36781.0,2008-05-27,0.0,2008-05-27,-321371.0,2008-05-27,,,5998.0,2008-05-27,0.0,2008-05-27,,,,
MAFL.L,,,,,,,80678.0,2009-06-29,,,11623.0,2009-06-29,,2009-06-29,236208.0,2009-06-29,,,-57825.0,2009-06-29,0.0,2009-06-29,,,,
MAFL.L,,,,,,,,2010-06-28,,,,2010-06-28,0.0,2010-06-28,-17076367.0,2010-06-28,,,,2010-06-28,,2010-06-28,,,,
