Instrument,TR.ADVERTISINGEXPENSE,TR.ADVERTISINGEXPENSE.CALCDATE,TR.BACKLOGVALUEACTUAL,TR.BACKLOGVALUEACTUAL.CALCDATE,TR.CAPITALLEASEOBLIGATIONS,TR.CAPITALLEASEOBLIGATIONS.CALCDATE,TR.DEFERREDREVENUECURRENT,TR.DEFERREDREVENUECURRENT.CALCDATE,TR.DEFERREDREVENUELT,TR.DEFERREDREVENUELT.CALCDATE,TR.GOODWILLNET,TR.GOODWILLNET.CALCDATE,TR.ISSUANCERETIREMENTOFSTOCKNET,TR.ISSUANCERETIREMENTOFSTOCKNET.CALCDATE,TR.NETINCOME,TR.NETINCOME.CALCDATE,TR.REDEEMABLEPREFERREDTTL,TR.REDEEMABLEPREFERREDTTL.CALCDATE,TR.TAXCURDOM,TR.TAXCURDOM.CALCDATE,TR.TAXOTHINCTOT,TR.TAXOTHINCTOT.CALCDATE,TR.TTLPREFERREDSHARESOUT,TR.TTLPREFERREDSHARESOUT.CALCDATE,TR.WARRANTSCONVERTED,TR.WARRANTSCONVERTED.CALCDATE
EWD.L^E07,,,,,467000.0,2000-04-25,,,,,87000.0,2000-04-25,0.0,2000-04-25,402000.0,2000-04-25,,,,2000-04-25,,2000-04-25,,,,
EWD.L^E07,,,,,1693000.0,2001-03-29,,,,,-666000.0,2001-03-29,-432000.0,2001-03-29,397000.0,2001-03-29,,,,2001-03-29,,2001-03-29,,,,
EWD.L^E07,,,,,611000.0,2002-03-19,,,,,-667000.0,2002-03-19,-1813000.0,2002-03-19,-2430000.0,2002-03-19,,,,2002-03-19,,2002-03-19,,,,
EWD.L^E07,,,,,99000.0,2003-03-14,,,,,224000.0,2003-03-14,-8525000.0,2003-03-14,2392000.0,2003-03-14,,,,2003-03-14,,2003-03-14,,,,
EWD.L^E07,,,,,157000.0,2004-03-12,,,,,126000.0,2004-03-12,-2272000.0,2004-03-12,1392000.0,2004-03-12,,,,2004-03-12,,2004-03-12,,,,
EWD.L^E07,,,,,151000.0,2005-03-22,,,,,84000.0,2005-03-22,-3358000.0,2005-03-22,1492000.0,2005-03-22,,,0.0,2005-03-22,-450000.0,2005-03-22,,,,
EWD.L^E07,,,,,102000.0,2006-03-24,,,,,-382000.0,2006-03-24,-1186000.0,2006-03-24,921000.0,2006-03-24,,,-2000.0,2006-03-24,169000.0,2006-03-24,,,,
EWD.L^E07,,,,,48000.0,2007-03-22,,,,,325000.0,2007-03-22,-451000.0,2007-03-22,2574000.0,2007-03-22,,,653000.0,2007-03-22,850000.0,2007-03-22,,,,
EURO.L^E09,,,,,,,,,,,15738914.3982304,2006-06-30,14453751.965836,2006-06-30,4257576.35115265,2006-06-30,,,,,,,,,,
EURO.L^E09,,,,,,,,,,,28459441.9498984,2007-06-30,25827004.22478,2007-06-30,-4986535.26066351,2007-06-30,,,,,,,,,,
EURO.L^E09,,,,,,,,,,,13040956.5635241,2008-09-18,23867440.9030754,2008-09-18,-75387718.2852281,2008-09-18,,,,,,,,,,
ESTLE.L^F14,269358.24491719,2001-06-30,,,,,,2001-06-30,,2001-06-30,,2001-06-30,1285841.54872878,2001-06-30,-816725.656486137,2001-06-30,,,,,,,,,,
ESTLE.L^F14,71482.2341251993,2001-10-28,,,,,,2001-10-28,,2001-10-28,,2001-10-28,500736.660260866,2001-10-28,-1185955.24798626,2001-10-28,,,,,,,,,,
ESTLE.L^F14,0.0,2002-10-28,,,,,,2002-10-28,,2002-10-28,,2002-10-28,193241.481481482,2002-10-28,-131521.768764963,2002-10-28,,,,,,,,,,
ESTLE.L^F14,,2003-09-26,,,,,,2003-09-26,,2003-09-26,,2003-09-26,238551.326599327,2003-09-26,-385508.713804714,2003-09-26,,,,,,,,,,
ESTLE.L^F14,,2004-10-28,,,,,,2004-10-28,,2004-10-28,,2004-10-28,249096.372839937,2004-10-28,-86742.3424681445,2004-10-28,,,,,,,,,,
