Instrument,TR.ADVERTISINGEXPENSE,TR.ADVERTISINGEXPENSE.CALCDATE,TR.BACKLOGVALUEACTUAL,TR.BACKLOGVALUEACTUAL.CALCDATE,TR.CAPITALLEASEOBLIGATIONS,TR.CAPITALLEASEOBLIGATIONS.CALCDATE,TR.DEFERREDREVENUECURRENT,TR.DEFERREDREVENUECURRENT.CALCDATE,TR.DEFERREDREVENUELT,TR.DEFERREDREVENUELT.CALCDATE,TR.GOODWILLNET,TR.GOODWILLNET.CALCDATE,TR.ISSUANCERETIREMENTOFSTOCKNET,TR.ISSUANCERETIREMENTOFSTOCKNET.CALCDATE,TR.NETINCOME,TR.NETINCOME.CALCDATE,TR.REDEEMABLEPREFERREDTTL,TR.REDEEMABLEPREFERREDTTL.CALCDATE,TR.TAXCURDOM,TR.TAXCURDOM.CALCDATE,TR.TAXOTHINCTOT,TR.TAXOTHINCTOT.CALCDATE,TR.TTLPREFERREDSHARESOUT,TR.TTLPREFERREDSHARESOUT.CALCDATE,TR.WARRANTSCONVERTED,TR.WARRANTSCONVERTED.CALCDATE
0HPS.L^B08,,2005-12-31,,,,2005-12-31,,2005-12-31,,,,2005-12-31,,2005-12-31,,2005-12-31,,,,2005-12-31,,2005-12-31,,,,
0HPS.L^B08,,2007-11-19,,,,2007-11-19,41021606.7879812,2007-11-19,,,2038549.92676264,2007-11-19,0.0,2007-11-19,11216740.3438857,2007-11-19,,,11369665.2722978,2007-11-19,30320903.8677241,2007-11-19,,,,
0HPS.L^B08,,2008-04-22,,,,2008-04-22,46974300.4595521,2008-04-22,,,28944637.0267707,2008-04-22,141161797.359399,2008-04-22,20356877.8174922,2008-04-22,,,12092547.0129112,2008-04-22,28286019.1844774,2008-04-22,,,,
0HPS.L^B08,,2009-03-20,,,,2009-03-20,63005757.7752618,2009-03-20,,,76475249.0320236,2009-03-20,0.0,2009-03-20,15397117.4711005,2009-03-20,,,21199109.9090032,2009-03-20,17833170.6294293,2009-03-20,,,,
0HPS.L^B08,,2010-03-12,,,,2010-03-12,55862661.6274409,2010-03-12,,,64575942.9651263,2010-03-12,,2010-03-12,-46583087.9001317,2010-03-12,,,4942429.82305446,2010-03-12,-23750604.1344557,2010-03-12,,,,
0HPS.L^B08,,2011-03-28,,,,2011-03-28,51319044.8933182,2011-03-28,,,62697169.112434,2011-03-28,,2011-03-28,-34389068.3833857,2011-03-28,,,3826438.82014581,2011-03-28,-14143759.6281185,2011-03-28,,,,
0HPS.L^B08,,2012-03-14,,,,2012-03-14,46858754.8737864,2012-03-14,,,61224528.8543689,2012-03-14,,2012-03-14,-6969566.91262136,2012-03-14,,,7177054.01941748,2012-03-14,-2272358.7961165,2012-03-14,,,,
0HPS.L^B08,14292565.7061431,2013-04-09,,,,2013-04-09,35847514.9751953,2013-04-09,,,60900099.6147351,2013-04-09,,2013-04-09,-37148167.682605,2013-04-09,,,,2013-04-09,-20583113.2573359,2013-04-09,,,,
0HPS.L^B08,13421153.0087693,2014-03-18,,,,2014-03-18,34784912.1560327,2014-03-18,,,62273950.7106139,2014-03-18,,2014-03-18,-63272691.7145449,2014-03-18,,,,2014-03-18,-425897.036589054,2014-03-18,,,,
0HPS.L^B08,,2015-03-19,,,,2015-03-19,,2015-03-19,,,14096551.841771,2015-03-19,,2015-03-19,-7621164.38637876,2015-03-19,,,,2015-03-19,-1161312.88937277,2015-03-19,,,,
0HPS.L^B08,,2016-04-08,,,,2016-04-08,,2016-04-08,,,13556252.0389657,2016-04-08,,2016-04-08,-18863948.0457423,2016-04-08,,,,2016-04-08,,2016-04-08,,,,
0HPS.L^B08,,2017-04-05,,,,2017-04-05,,2017-04-05,,,13620320.1009251,2017-04-05,0.0,2017-04-05,-78875476.5349033,2017-04-05,,,,2017-04-05,,2017-04-05,,,,
0HPS.L^B08,6665611.78488742,2018-04-13,,,,2018-04-13,,2018-04-13,,,14188839.5772603,2018-04-13,41009315.3393074,2018-04-13,6686031.21363707,2018-04-13,,,14204.8199997601,2018-04-13,5781361.73990235,2018-04-13,,,,
0HPS.L^B08,6170924.30498211,2019-03-07,,,,2019-03-07,31760841.1780897,2019-03-07,,,13907055.3720525,2019-03-07,0.0,2019-03-07,-5412145.15093128,2019-03-07,,,160026.883200294,2019-03-07,996122.396550142,2019-03-07,,,,
0HPS.L^B08,7322518.88886398,2020-03-26,,,4069193.32780306,2020-03-26,25199745.7570119,2020-03-26,,,18616157.8817568,2020-03-26,,2020-03-26,-1016241.50841872,2020-03-26,,,10990.9647333139,2020-03-26,679748.895814183,2020-03-26,,,,
0HPS.L^B08,5517430.98436737,2021-03-23,,,33883475.3053249,2021-03-23,27977492.8431851,2021-03-23,,,19667850.5495848,2021-03-23,,2021-03-23,-882503.126526624,2021-03-23,,,438571.897899365,2021-03-23,1171906.98583293,2021-03-23,,,,
0HPS.L^B08,8042203.40813496,2022-03-15,,,30978154.1163631,2022-03-15,25930665.2570311,2022-03-15,,,17413710.5245208,2022-03-15,,2022-03-15,-17669992.2129004,2022-03-15,,,441140.611145215,2022-03-15,1716667.17822795,2022-03-15,,,,
0HPS.L^B08,9053869.97003425,2023-03-23,,,31163926.4768836,2023-03-23,33073962.1682363,2023-03-23,,,18068813.7842466,2023-03-23,,2023-03-23,472421.982020548,2023-03-23,,,758175.353167808,2023-03-23,6111406.4640411,2023-03-23,,,,
0HPR.L^B08,,2005-12-31,,2007-07-16,,2005-12-31,,2005-12-31,,,,2005-12-31,,2005-12-31,,2005-12-31,,,,,,2005-12-31,,,,
0HPR.L^B08,,2007-11-05,,2008-03-27,,2007-11-05,177812618.413586,2007-11-05,,,146725742.547604,2007-11-05,12991882.1340442,2007-11-05,20259521.4631636,2007-11-05,,,,,20616570.8554915,2007-11-05,,,,
0HPR.L^B08,,2008-03-13,,2009-03-25,,2008-03-13,254516102.560362,2008-03-13,,,160095590.196221,2008-03-13,826947.625647385,2008-03-13,53797904.7341163,2008-03-13,,,,,35934365.8910205,2008-03-13,,,,
0HPR.L^B08,,2009-03-12,,2010-03-10,,2009-03-12,523652992.997023,2009-03-12,,,261112596.259488,2009-03-12,0.0,2009-03-12,112146368.739604,2009-03-12,,,,,58886734.977146,2009-03-12,,,,
0HPR.L^B08,,2010-03-10,,2011-03-16,,2010-03-10,838498240.852087,2010-03-10,,,244066702.628414,2010-03-10,,2010-03-10,68127012.7698563,2010-03-10,,,,,27942408.5208727,2010-03-10,,,,
