Instrument,TR.ADVERTISINGEXPENSE,TR.ADVERTISINGEXPENSE.CALCDATE,TR.BACKLOGVALUEACTUAL,TR.BACKLOGVALUEACTUAL.CALCDATE,TR.CAPITALLEASEOBLIGATIONS,TR.CAPITALLEASEOBLIGATIONS.CALCDATE,TR.DEFERREDREVENUECURRENT,TR.DEFERREDREVENUECURRENT.CALCDATE,TR.DEFERREDREVENUELT,TR.DEFERREDREVENUELT.CALCDATE,TR.GOODWILLNET,TR.GOODWILLNET.CALCDATE,TR.ISSUANCERETIREMENTOFSTOCKNET,TR.ISSUANCERETIREMENTOFSTOCKNET.CALCDATE,TR.NETINCOME,TR.NETINCOME.CALCDATE,TR.REDEEMABLEPREFERREDTTL,TR.REDEEMABLEPREFERREDTTL.CALCDATE,TR.TAXCURDOM,TR.TAXCURDOM.CALCDATE,TR.TAXOTHINCTOT,TR.TAXOTHINCTOT.CALCDATE,TR.TTLPREFERREDSHARESOUT,TR.TTLPREFERREDSHARESOUT.CALCDATE,TR.WARRANTSCONVERTED,TR.WARRANTSCONVERTED.CALCDATE
RWI.L,,,,,99999.837899083,2000-05-31,,2000-05-31,,2000-05-31,173800032.424427,2000-05-31,21490000.4072486,2000-05-31,21301495.2485477,2000-05-31,,,6880571.45274377,2000-05-31,12630090.295223,2000-05-31,,,,
RWI.L,,,,,1299999.43139165,2001-05-30,,2001-05-30,,2001-05-30,185899945.340607,2001-05-30,707011.944398621,2001-05-30,20301341.2939644,2001-05-30,,,5555093.74967756,2001-05-30,15655263.6401779,2001-05-30,,,,
RWI.L,,,,,599999.644394091,2002-05-29,,2002-05-29,,2002-05-29,183599965.776356,2002-05-29,792443.797925835,2002-05-29,14660210.9494618,2002-05-29,,,3070719.7742821,2002-05-29,11985712.8448647,2002-05-29,,,,
RWI.L,,,,,100000.240337676,2003-05-28,,2003-05-28,,2003-05-28,198000066.023065,2003-05-28,107512.220470781,2003-05-28,9783611.10239497,2003-05-28,,,3977951.78207214,2003-05-28,9783611.10239497,2003-05-28,,,,
RWI.L,,,,,1300000.37996675,2004-05-25,,2004-05-25,,2004-05-25,183800016.25813,2004-05-25,0.0,2004-05-25,8836334.29827002,2004-05-25,,,2593271.83377455,2004-05-25,9124475.90964723,2004-05-25,,,,
RWI.L,,,,,,2005-06-02,,2005-06-02,,2005-06-02,,2005-06-02,100647.399869354,2005-06-02,78102366.4670339,2005-06-02,,,3422010.7587065,2005-06-02,7145963.7238805,2005-06-02,,,,
RWI.L,,,,,,2006-06-01,,2006-06-01,,2006-06-01,142500002.534745,2006-06-01,613289.4165271,2006-06-01,31073336.1913752,2006-06-01,,,1942083.77340087,2006-06-01,10732566.6803063,2006-06-01,,,,
RWI.L,,,,,6299999.0760437,2007-05-31,,2007-05-31,,2007-05-31,170099967.588023,2007-05-31,300408.126304228,2007-05-31,31342583.7296936,2007-05-31,,,5207074.3530543,2007-05-31,14820135.7412324,2007-05-31,,,,
RWI.L,,,,,6500000.22882198,2008-05-29,0.0,2008-05-29,18200000.9588821,2008-05-29,225800007.630743,2008-05-29,2595127.34129123,2008-05-29,31931339.3595256,2008-05-29,,,6205737.33135656,2008-05-29,14668106.4195701,2008-05-29,,,,
RWI.L,,,,,10200001.2107272,2009-05-21,5700000.9758321,2009-05-21,17800003.1284715,2009-05-21,263900040.619462,2009-05-21,779570.328842061,2009-05-21,7127502.05957176,2009-05-21,,,2115977.30400678,2009-05-21,29178210.4290863,2009-05-21,,,,
