Instrument,TR.ADVERTISINGEXPENSE,TR.ADVERTISINGEXPENSE.CALCDATE,TR.BACKLOGVALUEACTUAL,TR.BACKLOGVALUEACTUAL.CALCDATE,TR.CAPITALLEASEOBLIGATIONS,TR.CAPITALLEASEOBLIGATIONS.CALCDATE,TR.DEFERREDREVENUECURRENT,TR.DEFERREDREVENUECURRENT.CALCDATE,TR.DEFERREDREVENUELT,TR.DEFERREDREVENUELT.CALCDATE,TR.GOODWILLNET,TR.GOODWILLNET.CALCDATE,TR.ISSUANCERETIREMENTOFSTOCKNET,TR.ISSUANCERETIREMENTOFSTOCKNET.CALCDATE,TR.NETINCOME,TR.NETINCOME.CALCDATE,TR.REDEEMABLEPREFERREDTTL,TR.REDEEMABLEPREFERREDTTL.CALCDATE,TR.TAXCURDOM,TR.TAXCURDOM.CALCDATE,TR.TAXOTHINCTOT,TR.TAXOTHINCTOT.CALCDATE,TR.TTLPREFERREDSHARESOUT,TR.TTLPREFERREDSHARESOUT.CALCDATE,TR.WARRANTSCONVERTED,TR.WARRANTSCONVERTED.CALCDATE
FIF.L,,,,,403000.0,2000-07-05,,2000-07-05,,2000-07-05,,2000-07-05,64000.0,2000-07-05,3191000.0,2000-07-05,,,,2000-07-05,,2000-07-05,,,,
FIF.L,,,,,0.0,2001-05-10,,2001-05-10,,2001-05-10,,2001-05-10,58000.0,2001-05-10,474000.0,2001-05-10,,,,2001-05-10,,2001-05-10,,,,
FIF.L,,,,,,2002-05-17,,2002-05-17,,2002-05-17,0.0,2002-05-17,-17255000.0,2002-05-17,-329000.0,2002-05-17,,,,2002-05-17,,2002-05-17,,,,
FIF.L,,,,,,2003-09-24,,2003-09-24,,2003-09-24,1689000.0,2003-09-24,,2003-09-24,249000.0,2003-09-24,,,,2003-09-24,,2003-09-24,,,,
FIF.L,,,,,,2004-09-29,,2004-09-29,,2004-09-29,1604000.0,2004-09-29,52000.0,2004-09-29,125000.0,2004-09-29,,,0.0,2004-09-29,51000.0,2004-09-29,,,,
FIF.L,,,,,0.0,2005-09-20,0.0,2005-09-20,,2005-09-20,1518000.0,2005-09-20,229000.0,2005-09-20,2840000.0,2005-09-20,,,396000.0,2005-09-20,495000.0,2005-09-20,,,,
FIF.L,,,,,167000.0,2006-09-19,500000.0,2006-09-19,,2006-09-19,13538000.0,2006-09-19,252000.0,2006-09-19,1427000.0,2006-09-19,,,522000.0,2006-09-19,635000.0,2006-09-19,,,,
FIF.L,,,,,1359000.0,2007-09-18,9400000.0,2007-09-18,,2007-09-18,49764000.0,2007-09-18,11457000.0,2007-09-18,3933000.0,2007-09-18,,,939000.0,2007-09-18,1480000.0,2007-09-18,,,,
FIF.L,,,,,2185000.0,2008-09-23,705000.0,2008-09-23,3050000.0,2008-09-23,60382000.0,2008-09-23,104000.0,2008-09-23,3850000.0,2008-09-23,,,1672000.0,2008-09-23,1029000.0,2008-09-23,,,,
FIF.L,,,,,2312000.0,2009-09-30,1229000.0,2009-09-30,3564000.0,2009-09-30,61399000.0,2009-09-30,0.0,2009-09-30,1172000.0,2009-09-30,,,1106000.0,2009-09-30,380000.0,2009-09-30,,,,
FIF.L,,,,,2520000.0,2010-09-30,2418000.0,2010-09-30,3611000.0,2010-09-30,61399000.0,2010-09-30,251000.0,2010-09-30,2975000.0,2010-09-30,,,1301000.0,2010-09-30,1580000.0,2010-09-30,,,,
FIF.L,,,,,2006000.0,2011-09-26,4117000.0,2011-09-26,,2011-09-26,61399000.0,2011-09-26,1000.0,2011-09-26,4001000.0,2011-09-26,,,1766000.0,2011-09-26,1417000.0,2011-09-26,,,,
FIF.L,,,,,1781000.0,2012-09-24,1036000.0,2012-09-24,,2012-09-24,61399000.0,2012-09-24,141000.0,2012-09-24,4277000.0,2012-09-24,,,1659000.0,2012-09-24,1298000.0,2012-09-24,,,,
FIF.L,,,,,856000.0,2013-09-23,216000.0,2013-09-23,0.0,2013-09-23,52968000.0,2013-09-23,3834000.0,2013-09-23,7345000.0,2013-09-23,,,1513000.0,2013-09-23,1300000.0,2013-09-23,,,,
FIF.L,,,,,472000.0,2014-10-27,0.0,2014-10-27,,2014-10-27,52968000.0,2014-10-27,728000.0,2014-10-27,4426000.0,2014-10-27,,,1254000.0,2014-10-27,1651000.0,2014-10-27,,,,
FIF.L,,,,,190000.0,2015-09-21,50000.0,2015-09-21,,2015-09-21,71704000.0,2015-09-21,34083000.0,2015-09-21,10821000.0,2015-09-21,,,,2015-09-21,,2015-09-21,,,,
FIF.L,,,,,57000.0,2016-09-19,0.0,2016-09-19,,2016-09-19,69168000.0,2016-09-19,-2830000.0,2016-09-19,7791000.0,2016-09-19,,,2745000.0,2016-09-19,3286000.0,2016-09-19,,,,
FIF.L,,,,,0.0,2017-09-18,,2017-09-18,,2017-09-18,69168000.0,2017-09-18,177000.0,2017-09-18,9048000.0,2017-09-18,,,3270000.0,2017-09-18,2959000.0,2017-09-18,,,,
FIF.L,,,,,,2018-09-17,,2018-09-17,,2018-09-17,69168000.0,2018-09-17,86000.0,2018-09-17,2180000.0,2018-09-17,,,1236000.0,2018-09-17,1311000.0,2018-09-17,,,,
FIF.L,,,,,493000.0,2019-09-16,,2019-09-16,,2019-09-16,80714000.0,2019-09-16,-499000.0,2019-09-16,9287000.0,2019-09-16,,,2969000.0,2019-09-16,3283000.0,2019-09-16,,,,
FIF.L,,,,,9104000.0,2020-09-09,,2020-09-09,,2020-09-09,73214000.0,2020-09-09,-969000.0,2020-09-09,-759000.0,2020-09-09,,,2762000.0,2020-09-09,2761000.0,2020-09-09,,,,
FIF.L,,,,,8706000.0,2021-09-20,,2021-09-20,,2021-09-20,73214000.0,2021-09-20,-1996000.0,2021-09-20,12347000.0,2021-09-20,,,3277000.0,2021-09-20,3368000.0,2021-09-20,,,,
FIF.L,,,,,8112000.0,2022-09-26,,2022-09-26,,2022-09-26,73214000.0,2022-09-26,-500000.0,2022-09-26,10472000.0,2022-09-26,,,2137000.0,2022-09-26,2709000.0,2022-09-26,,,,
FIH.L,,,,,,2000-09-11,,2000-09-11,,,,2000-09-11,,2000-09-11,938000.0,2000-09-11,,,,2000-09-11,,2000-09-11,,,,
FIH.L,,,,,,2001-06-29,,2001-06-29,,,,2001-06-29,0.0,2001-06-29,125000.0,2001-06-29,,,,2001-06-29,,2001-06-29,,,,
FIH.L,,,,,,2002-07-16,,2002-07-16,,,,2002-07-16,35000.0,2002-07-16,658000.0,2002-07-16,,,,2002-07-16,,2002-07-16,,,,
FIH.L,,,,,,2003-06-25,,2003-06-25,,,,2003-06-25,25000.0,2003-06-25,717000.0,2003-06-25,,,,2003-06-25,,2003-06-25,,,,
FIH.L,,,,,,2004-06-23,,2004-06-23,,,,2004-06-23,0.0,2004-06-23,592000.0,2004-06-23,,,121000.0,2004-06-23,255000.0,2004-06-23,,,,
FIH.L,,,,,,2005-06-13,,2005-06-13,,,,2005-06-13,5682000.0,2005-06-13,601000.0,2005-06-13,,,77000.0,2005-06-13,306000.0,2005-06-13,,,,
FIH.L,,,,,,2006-07-04,,2006-07-04,,,,2006-07-04,3000.0,2006-07-04,2644000.0,2006-07-04,,,114000.0,2006-07-04,374000.0,2006-07-04,,,,
FIH.L,,,,,0.0,2007-06-29,,2007-06-29,,,3979000.0,2007-06-29,151000.0,2007-06-29,1585000.0,2007-06-29,,,544000.0,2007-06-29,449000.0,2007-06-29,,,,
FIH.L,,,,,17000.0,2008-06-26,,2008-06-26,,,11586000.0,2008-06-26,10000.0,2008-06-26,1378000.0,2008-06-26,,,645000.0,2008-06-26,531000.0,2008-06-26,,,,
FIH.L,,,,,65000.0,2009-06-16,,2009-06-16,,,9556000.0,2009-06-16,0.0,2009-06-16,-1153000.0,2009-06-16,,,718000.0,2009-06-16,526000.0,2009-06-16,,,,
FIH.L,,,,,81000.0,2010-06-23,,2010-06-23,,,9556000.0,2010-06-23,14000.0,2010-06-23,5256000.0,2010-06-23,,,852000.0,2010-06-23,413000.0,2010-06-23,,,,
FIH.L,,,,,133000.0,2011-06-23,,2011-06-23,,,9556000.0,2011-06-23,306000.0,2011-06-23,1620000.0,2011-06-23,,,823000.0,2011-06-23,710000.0,2011-06-23,,,,
FIH.L,,,,,5158000.0,2012-06-06,,2012-06-06,,,9556000.0,2012-06-06,261000.0,2012-06-06,2256000.0,2012-06-06,,,842000.0,2012-06-06,580000.0,2012-06-06,,,,
FIH.L,,,,,5136000.0,2013-06-10,,2013-06-10,,,9556000.0,2013-06-10,9889000.0,2013-06-10,1604000.0,2013-06-10,,,665000.0,2013-06-10,1193000.0,2013-06-10,,,,
FIH.L,,,,,5027000.0,2014-06-09,,2014-06-09,,,9556000.0,2014-06-09,-66000.0,2014-06-09,2633000.0,2014-06-09,,,801000.0,2014-06-09,771000.0,2014-06-09,,,,
FIH.L,,,,,4982000.0,2015-06-08,,2015-06-08,,,9593000.0,2015-06-08,0.0,2015-06-08,3144000.0,2015-06-08,,,323000.0,2015-06-08,750000.0,2015-06-08,,,,
FIH.L,,,,,4992000.0,2016-06-14,,2016-06-14,,,9593000.0,2016-06-14,52000.0,2016-06-14,2222000.0,2016-06-14,,,370000.0,2016-06-14,577000.0,2016-06-14,,,,
FIH.L,,,,,4903000.0,2017-06-13,,2017-06-13,,,9593000.0,2017-06-13,0.0,2017-06-13,1427000.0,2017-06-13,,,357000.0,2017-06-13,460000.0,2017-06-13,,,,
FIH.L,,,,,4828000.0,2018-06-12,,2018-06-12,,,9593000.0,2018-06-12,,2018-06-12,2517000.0,2018-06-12,,,569000.0,2018-06-12,779000.0,2018-06-12,,,,
