Date,HIGH,CLOSE,LOW,OPEN,COUNT,VOLUME
2007-11-01,,89.5,,,,
2007-11-05,,88.1741,,,,
2007-11-07,,88.25,,,,
2007-11-09,,84.5515,,,,
2007-11-12,,82.8097,,,,
2007-11-13,,86.7802,,,,
2007-11-14,,86.0,,,,
2007-11-19,,81.0,,,,
2007-11-22,,80.75,,,,
2007-11-29,,76.2113,,,4,4628
2007-11-30,,77.0,,,,
2007-12-03,,75.3923,,,1,500
2007-12-04,,77.0,,,1,156
2007-12-05,,75.1467,,,2,7701
2007-12-06,,75.75,,,2,873
2007-12-07,,77.5,,,2,1016
2007-12-10,,77.0,,,1,140
2007-12-11,,77.2051,,,3,47864
2007-12-12,,77.25,,,2,2538
2007-12-13,,75.5,,,1,400
2007-12-17,,73.25,,,1,126
2007-12-19,,67.5,,,3,6288
2007-12-20,,67.75,,,1,101
2007-12-21,,67.25,,,1,110
2007-12-24,,70.6577,,,,
2007-12-27,,72.6644,,,3,3070
2007-12-28,,72.7763,,,2,325
2007-12-31,,73.3362,,,,
2008-01-01,,73.3362,,,,
2008-01-02,,72.25,,,1,63
2008-01-03,,72.0314,,,2,30257
2008-01-04,,70.9452,,,1,7
2008-01-07,,67.2525,,,1,101
2008-01-08,,66.5,,,4,8850
2008-01-09,,64.25,,,2,402
2008-01-10,,61.25,,,2,103
2008-01-11,,61.0,,,1,21
2008-01-14,,61.75,,,1,52
2008-01-15,,62.75,,,1,84
2008-01-16,,60.25,,,2,132
2008-01-17,,61.9985,,,2,8022
2008-01-18,,60.0,,,2,36
2008-01-21,,58.0,,,2,142
2008-01-23,,60.75,,,3,155
2008-01-24,,60.0,,,2,535
2008-01-25,,61.5,,,1,185
2008-01-28,,61.5096,,,1,104
2008-01-29,,62.5,,,1,31
2008-01-30,,66.0,,,2,321
2008-01-31,,68.75,,,4,1076
2008-02-01,,70.0,,,5,40221
2008-02-04,,70.25,,,4,231
2008-02-05,,67.5,,,1,4103
2008-02-06,,67.414,,,3,3172
2008-02-07,,65.41,,,1,21
2008-02-11,,66.25,,,1,57
2008-02-12,,66.6364,,,3,44740
2008-02-13,,66.25,,,1,68
2008-02-14,,69.0,,,1,32
2008-02-15,,69.5,,,1,8
2008-02-18,,71.1633,,,2,205
2008-02-20,,68.5133,,,1,103
2008-02-21,,70.0,,,2,94
2008-02-22,,69.75,,,1,5
2008-02-25,,71.0,,,1,48
2008-02-26,,72.5,,,2,34
2008-02-27,,74.3601,,,2,26583
2008-02-29,,73.75,,,1,4000
2008-03-03,,72.5,,,1,60
2008-03-04,,69.0,,,1,57
2008-03-06,,72.8167,,,3,35045
2008-03-07,,71.5,,,1,71
2008-03-10,,70.0,,,2,75000
2008-03-11,,71.5,,,2,115018
2008-03-12,,73.148,,,1,12
2008-03-14,,72.1674,,,1,77
2008-03-17,,69.0,,,1,6800
2008-03-18,,69.85,,,3,3100
2008-03-19,,69.75,,,2,71534
2008-03-20,,70.0,,,1,47
2008-03-26,,73.0,,,2,1812
2008-03-28,,74.2884,,,,
2008-03-31,,74.3108,,,1,122
2008-04-01,,76.5858,,,2,374
2008-04-02,,79.75,,,4,738
2008-04-03,,79.0,,,1,63
2008-04-04,,78.0,,,3,2116
2008-04-07,,78.5,,,2,740000
2008-04-08,,77.7758,,,3,3863
2008-04-09,,77.4283,,,3,643
2008-04-10,,75.125,,,1,1400
2008-04-11,,75.5,,,2,20120
2008-04-14,,73.9051,,,2,67240
2008-04-15,,73.25,,,3,1410
2008-04-16,,71.5,,,9,2296
2008-04-17,,73.258,,,10,10141
2008-04-18,,72.0,,,8,34334
2008-04-21,,62.2918,,,2,619
2008-04-22,,62.75,,,2,67
2008-04-23,,62.2117,,,1,48
2008-04-24,,59.75,,,13,2900
2008-04-25,,60.35,,,1,50000
2008-04-28,,61.25,,,1,81
2008-04-29,,61.2741,,,1,33
2008-04-30,,60.75,,,2,118
2008-05-01,,60.0,,,,
2008-05-02,,62.0575,,,5,17687
2008-05-06,,64.0,,,1,9
2008-05-07,,63.75,,,21,53200
