Instrument,TR.ACCOUNTSPAYABLE,TR.ACCOUNTSPAYABLE.CALCDATE,TR.ACCTSRECEIVTRADENET,TR.ACCTSRECEIVTRADENET.CALCDATE,TR.ADVERTISINGEXPENSE,TR.ADVERTISINGEXPENSE.CALCDATE,TR.BACKLOGVALUEACTUAL,TR.BACKLOGVALUEACTUAL.CALCDATE,TR.CAPITALEXPENDITURES,TR.CAPITALEXPENDITURES.CALCDATE,TR.CAPITALLEASEOBLIGATIONS,TR.CAPITALLEASEOBLIGATIONS.CALCDATE,TR.CASHANDSTINVESTMENTS,TR.CASHANDSTINVESTMENTS.CALCDATE,TR.CASHFROMOPERATINGACT,TR.CASHFROMOPERATINGACT.CALCDATE,TR.COSTOFREVENUETOTAL,TR.COSTOFREVENUETOTAL.CALCDATE,TR.DEFERREDREVENUECURRENT,TR.DEFERREDREVENUECURRENT.CALCDATE,TR.DEFERREDREVENUELT,TR.DEFERREDREVENUELT.CALCDATE,TR.DEPRDEPLETIONANDAMORT,TR.DEPRDEPLETIONANDAMORT.CALCDATE,TR.EBITACTVALUE,TR.EBITACTVALUE.CALCDATE,TR.EBITDAACTVALUE,TR.EBITDAACTVALUE.CALCDATE,TR.EMPLOYEES,TR.EMPLOYEES.CALCDATE,TR.GOODWILLNET,TR.GOODWILLNET.CALCDATE,TR.GROSSDIVIDENDSCMNSTOCK,TR.GROSSDIVIDENDSCMNSTOCK.CALCDATE,TR.INCOMETAXESPAYABLE,TR.INCOMETAXESPAYABLE.CALCDATE,TR.INTEXPENSENETNONOPER,TR.INTEXPENSENETNONOPER.CALCDATE,TR.INTANGIBLESNET,TR.INTANGIBLESNET.CALCDATE,TR.INTERESTINCOMENONOPERATING,TR.INTERESTINCOMENONOPERATING.CALCDATE,TR.INVENTORYACTVALUE,TR.INVENTORYACTVALUE.CALCDATE,TR.ISSUANCERETIREMENTOFSTOCKNET,TR.ISSUANCERETIREMENTOFSTOCKNET.CALCDATE,TR.LEASEEXPENSETOTAL,TR.LEASEEXPENSETOTAL.CALCDATE,TR.MINORITYINTERESTBSSTMT,TR.MINORITYINTERESTBSSTMT.CALCDATE,TR.NETINCOME,TR.NETINCOME.CALCDATE,TR.NETINCOMEBEFOREEXTRAITEMS,TR.NETINCOMEBEFOREEXTRAITEMS.CALCDATE,TR.NETINCOMEBEFORETAXES,TR.NETINCOMEBEFORETAXES.CALCDATE,TR.OTHERCURRENTASSETS,TR.OTHERCURRENTASSETS.CALCDATE,TR.OTHERCURRENTLIABTOTAL,TR.OTHERCURRENTLIABTOTAL.CALCDATE,TR.OTHERLTASSETSTOTAL,TR.OTHERLTASSETSTOTAL.CALCDATE,TR.OTHERLIABILITIESTOTAL,TR.OTHERLIABILITIESTOTAL.CALCDATE,TR.OTHERNONOPERATINGINCOME,TR.OTHERNONOPERATINGINCOME.CALCDATE,TR.PPTYPLANTEQPMTTTLGROSS,TR.PPTYPLANTEQPMTTTLGROSS.CALCDATE,TR.PROPERTYPLANTEQUIPMENTTOTALNET,TR.PROPERTYPLANTEQUIPMENTTOTALNET.CALCDATE,TR.RECEIVABLESOTHER,TR.RECEIVABLESOTHER.CALCDATE,TR.REDEEMABLEPREFERREDTTL,TR.REDEEMABLEPREFERREDTTL.CALCDATE,TR.RESEARCHANDDEVELOPMENT,TR.RESEARCHANDDEVELOPMENT.CALCDATE,TR.REVENUE,TR.REVENUE.CALCDATE,TR.RIGHTOFUSEASSETSCAPLEASEGROSSSUPP,TR.RIGHTOFUSEASSETSCAPLEASEGROSSSUPP.CALCDATE,TR.RIGHTOFUSEASSETSOPERLEASEGROSSSUPP,TR.RIGHTOFUSEASSETSOPERLEASEGROSSSUPP.CALCDATE,TR.SGAEXPENSETOTAL,TR.SGAEXPENSETOTAL.CALCDATE,TR.SPECIALITEMSMM,TR.SPECIALITEMSMM.CALCDATE,TR.TAXCURDOM,TR.TAXCURDOM.CALCDATE,TR.TAXDEFTOT,TR.TAXDEFTOT.CALCDATE,TR.TAXOTHINCTOT,TR.TAXOTHINCTOT.CALCDATE,TR.TOTALASSETSREPORTED,TR.TOTALASSETSREPORTED.CALCDATE,TR.TOTALCURRLIABILITIES,TR.TOTALCURRLIABILITIES.CALCDATE,TR.TOTALCURRENTASSETS,TR.TOTALCURRENTASSETS.CALCDATE,TR.TOTALDEBTOUTSTANDING,TR.TOTALDEBTOUTSTANDING.CALCDATE,TR.TOTALEQUITY,TR.TOTALEQUITY.CALCDATE,TR.TOTALINVENTORY,TR.TOTALINVENTORY.CALCDATE,TR.TOTALLIABILITIES,TR.TOTALLIABILITIES.CALCDATE,TR.TOTALLONGTERMDEBT,TR.TOTALLONGTERMDEBT.CALCDATE,TR.TTLPREFERREDSHARESOUT,TR.TTLPREFERREDSHARESOUT.CALCDATE,TR.WARRANTSCONVERTED,TR.WARRANTSCONVERTED.CALCDATE
JLG.L^D03,,1998-03-31,,1998-03-31,,,,,,1998-03-31,,1998-03-31,,1998-03-31,,1998-03-31,,1998-03-31,,1998-03-31,,,,1998-03-31,,,,,,1998-03-31,,1998-03-31,,1998-03-31,,1998-03-31,,,,1998-03-31,,,,,,1998-03-31,,,,,,1998-03-31,,1998-03-31,,1998-03-31,,,,1998-03-31,,,,1998-03-31,,,,1998-03-31,,1998-03-31,,1998-03-31,,,,,,1998-03-31,,,,,,1998-03-31,,1998-03-31,,,,,,,,1998-03-31,,1998-03-31,,1998-03-31,,1998-03-31,,1998-03-31,,1998-03-31,,1998-03-31,,1998-03-31,,1998-03-31,,
JLG.L^D03,8048000.0,1999-06-29,9853000.0,1999-06-29,,,,,-499000.0,1999-06-29,0.0,1999-06-29,529000.0,1999-06-29,593000.0,1999-06-29,42769000.0,1999-06-29,4642000.0,1999-06-29,,,695000.0,1999-06-29,,,,,130,1999-06-29,5692000.0,1999-06-29,501000.0,1999-06-29,420000.0,1999-06-29,,,517000.0,1999-06-29,,,,,2751000.0,1999-06-29,,,,,1318000.0,1999-06-29,1318000.0,1999-06-29,1876000.0,1999-06-29,,,6499000.0,1999-06-29,,,605000.0,1999-06-29,,,1869000.0,1999-06-29,1234000.0,1999-06-29,958000.0,1999-06-29,,,,,54242000.0,1999-06-29,,,,,8849000.0,1999-06-29,-81000.0,1999-06-29,,,,,,,26513000.0,1999-06-29,17551000.0,1999-06-29,19070000.0,1999-06-29,2651000.0,1999-06-29,6769000.0,1999-06-29,6648000.0,1999-06-29,19744000.0,1999-06-29,1588000.0,1999-06-29,313000,1999-06-29,,
JLA.L^D97,,,,1998-06-30,,,,,,1998-06-30,,,,1998-06-30,,1998-06-30,,,,,,,,1998-06-30,,,,,,,,1998-06-30,,1998-06-30,,,,,,,,,,,,1998-06-30,,,,1998-06-30,,1998-06-30,,1998-06-30,,1998-06-30,,,,1998-06-30,,,,,,,,1998-06-30,,1998-06-30,,1998-06-30,,,,,,1998-06-30,,,,,,1998-06-30,,1998-06-30,,,,,,,,1998-06-30,,1998-06-30,,1998-06-30,,1998-06-30,,1998-06-30,,,,1998-06-30,,1998-06-30,,,,
JLA.L^D97,,,0.0,1999-09-22,,,,,-39817.556328949,1999-09-22,,,435875.164494559,1999-09-22,-513815.913053353,1999-09-22,,,,,,,26686.2345608914,1999-09-22,,,,,,,0.0,1999-09-22,0.0,1999-09-22,,,,,,,,,,,462137.808030675,1999-09-22,,,0.0,1999-09-22,-289736.260946821,1999-09-22,-289736.260946821,1999-09-22,-459172.670857242,1999-09-22,,,130889.626655801,1999-09-22,,,,,,,421049.478627397,1999-09-22,3514111.14154214,1999-09-22,492212.770789774,1999-09-22,,,,,648517.858932138,1999-09-22,,,,,126653.71640804,1999-09-22,-476963.493897836,1999-09-22,,,,,,,4476086.35880856,1999-09-22,407070.974809787,1999-09-22,928087.935284333,1999-09-22,152069.177894603,1999-09-22,4069438.97502355,1999-09-22,,,407070.974809787,1999-09-22,0.0,1999-09-22,,,,
JKX.L^A22,,1997-04-02,,1997-04-02,,,,,,1997-04-02,,1997-04-02,,1997-04-02,,1997-04-02,,1997-04-02,,,,,,1997-04-02,,,,,,1997-04-02,,,,1997-04-02,,1997-04-02,,1997-04-02,,1997-04-02,,1997-04-02,,,,1997-04-02,,,,1997-04-02,,1997-04-02,,1997-04-02,,1997-04-02,,,,1997-04-02,,,,1997-04-02,,1997-04-02,,1997-04-02,,1997-04-02,,1997-04-02,,,,,,1997-04-02,,,,,,1997-04-02,,1997-04-02,,,,,,1997-04-02,,1997-04-02,,1997-04-02,,1997-04-02,,1997-04-02,,1997-04-02,,1997-04-02,,1997-04-02,,1997-04-02,,,,
JKX.L^A22,376000.22332,1998-05-27,6997998.6564,1998-05-27,,,,,-6507364.8036,1998-05-27,28999.78308,1998-05-27,7821998.56448,1998-05-27,-836675.5874,1998-05-27,11606010.93988,1998-05-27,,,,,4443034.54909524,1998-05-27,,,,,469,1998-05-27,,,0.0,1998-05-27,556000.09124,1998-05-27,-898356.36464,1998-05-27,,1998-05-27,490465.06232,1998-05-27,,,17099614.3823308,1998-05-27,,,527999.69352,1998-05-27,-4268934.67408,1998-05-27,-4268934.67408,1998-05-27,-3284025.2228,1998-05-27,,,2399999.65564,1998-05-27,,,487999.99272,1998-05-27,202951.12308,1998-05-27,80804984.5238,1998-05-27,72261985.88796,1998-05-27,388000.13356,1998-05-27,,,,,31002752.91856,1998-05-27,,,,,10607173.2382,1998-05-27,-11830847.930825,1998-05-27,,,,,979934.9894,1998-05-27,90730982.52936,1998-05-27,9429998.07268,1998-05-27,16622996.4848,1998-05-27,8823998.35544,1998-05-27,72843985.78472,1998-05-27,154000.0624,1998-05-27,17886996.74464,1998-05-27,7440998.37856,1998-05-27,,,,
JKX.L^A22,258177.01,1998-12-31,1347115.64,1998-12-31,,,,,-2440891.31,1998-12-31,,1998-12-31,1861051.14,1998-12-31,-367010.41,1998-12-31,3878701.45,1998-12-31,,,,,1362836.02,1998-12-31,,,,,371,1998-12-31,,,0.0,1998-12-31,53812.07,1998-12-31,-419613.22,1998-12-31,1453530.52,1998-12-31,137855.64,1998-12-31,,,1157261.82,1998-12-31,,,-148738.98,1998-12-31,-23014636.32,1998-12-31,-23014636.32,1998-12-31,-23692426.55,1998-12-31,,,428682.67,1998-12-31,,,,1998-12-31,-295664.07,1998-12-31,35048587.21,1998-12-31,11188073.52,1998-12-31,223713.1,1998-12-31,,,,,9096053.72,1998-12-31,,,,,3510481.78,1998-12-31,-24675554.93,1998-12-31,,,,,,1998-12-31,18484748.36,1998-12-31,3723916.17,1998-12-31,4159249.77,1998-12-31,4879968.73,1998-12-31,11275744.87,1998-12-31,165668.62,1998-12-31,7209003.49,1998-12-31,3633826.3,1998-12-31,,,,
JKG.L^C99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIT.L^B01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JHL.L^D11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
