Instrument,TR.ACCOUNTSPAYABLE,TR.ACCOUNTSPAYABLE.CALCDATE,TR.ACCTSRECEIVTRADENET,TR.ACCTSRECEIVTRADENET.CALCDATE,TR.ADVERTISINGEXPENSE,TR.ADVERTISINGEXPENSE.CALCDATE,TR.BACKLOGVALUEACTUAL,TR.BACKLOGVALUEACTUAL.CALCDATE,TR.CAPITALEXPENDITURES,TR.CAPITALEXPENDITURES.CALCDATE,TR.CAPITALLEASEOBLIGATIONS,TR.CAPITALLEASEOBLIGATIONS.CALCDATE,TR.CASHANDSTINVESTMENTS,TR.CASHANDSTINVESTMENTS.CALCDATE,TR.CASHFROMOPERATINGACT,TR.CASHFROMOPERATINGACT.CALCDATE,TR.COSTOFREVENUETOTAL,TR.COSTOFREVENUETOTAL.CALCDATE,TR.DEFERREDREVENUECURRENT,TR.DEFERREDREVENUECURRENT.CALCDATE,TR.DEFERREDREVENUELT,TR.DEFERREDREVENUELT.CALCDATE,TR.DEPRDEPLETIONANDAMORT,TR.DEPRDEPLETIONANDAMORT.CALCDATE,TR.EBITACTVALUE,TR.EBITACTVALUE.CALCDATE,TR.EBITDAACTVALUE,TR.EBITDAACTVALUE.CALCDATE,TR.EMPLOYEES,TR.EMPLOYEES.CALCDATE,TR.GOODWILLNET,TR.GOODWILLNET.CALCDATE,TR.GROSSDIVIDENDSCMNSTOCK,TR.GROSSDIVIDENDSCMNSTOCK.CALCDATE,TR.INCOMETAXESPAYABLE,TR.INCOMETAXESPAYABLE.CALCDATE,TR.INTEXPENSENETNONOPER,TR.INTEXPENSENETNONOPER.CALCDATE,TR.INTANGIBLESNET,TR.INTANGIBLESNET.CALCDATE,TR.INTERESTINCOMENONOPERATING,TR.INTERESTINCOMENONOPERATING.CALCDATE,TR.INVENTORYACTVALUE,TR.INVENTORYACTVALUE.CALCDATE,TR.ISSUANCERETIREMENTOFSTOCKNET,TR.ISSUANCERETIREMENTOFSTOCKNET.CALCDATE,TR.LEASEEXPENSETOTAL,TR.LEASEEXPENSETOTAL.CALCDATE,TR.MINORITYINTERESTBSSTMT,TR.MINORITYINTERESTBSSTMT.CALCDATE,TR.NETINCOME,TR.NETINCOME.CALCDATE,TR.NETINCOMEBEFOREEXTRAITEMS,TR.NETINCOMEBEFOREEXTRAITEMS.CALCDATE,TR.NETINCOMEBEFORETAXES,TR.NETINCOMEBEFORETAXES.CALCDATE,TR.OTHERCURRENTASSETS,TR.OTHERCURRENTASSETS.CALCDATE,TR.OTHERCURRENTLIABTOTAL,TR.OTHERCURRENTLIABTOTAL.CALCDATE,TR.OTHERLTASSETSTOTAL,TR.OTHERLTASSETSTOTAL.CALCDATE,TR.OTHERLIABILITIESTOTAL,TR.OTHERLIABILITIESTOTAL.CALCDATE,TR.OTHERNONOPERATINGINCOME,TR.OTHERNONOPERATINGINCOME.CALCDATE,TR.PPTYPLANTEQPMTTTLGROSS,TR.PPTYPLANTEQPMTTTLGROSS.CALCDATE,TR.PROPERTYPLANTEQUIPMENTTOTALNET,TR.PROPERTYPLANTEQUIPMENTTOTALNET.CALCDATE,TR.RECEIVABLESOTHER,TR.RECEIVABLESOTHER.CALCDATE,TR.REDEEMABLEPREFERREDTTL,TR.REDEEMABLEPREFERREDTTL.CALCDATE,TR.RESEARCHANDDEVELOPMENT,TR.RESEARCHANDDEVELOPMENT.CALCDATE,TR.REVENUE,TR.REVENUE.CALCDATE,TR.RIGHTOFUSEASSETSCAPLEASEGROSSSUPP,TR.RIGHTOFUSEASSETSCAPLEASEGROSSSUPP.CALCDATE,TR.RIGHTOFUSEASSETSOPERLEASEGROSSSUPP,TR.RIGHTOFUSEASSETSOPERLEASEGROSSSUPP.CALCDATE,TR.SGAEXPENSETOTAL,TR.SGAEXPENSETOTAL.CALCDATE,TR.SPECIALITEMSMM,TR.SPECIALITEMSMM.CALCDATE,TR.TAXCURDOM,TR.TAXCURDOM.CALCDATE,TR.TAXDEFTOT,TR.TAXDEFTOT.CALCDATE,TR.TAXOTHINCTOT,TR.TAXOTHINCTOT.CALCDATE,TR.TOTALASSETSREPORTED,TR.TOTALASSETSREPORTED.CALCDATE,TR.TOTALCURRLIABILITIES,TR.TOTALCURRLIABILITIES.CALCDATE,TR.TOTALCURRENTASSETS,TR.TOTALCURRENTASSETS.CALCDATE,TR.TOTALDEBTOUTSTANDING,TR.TOTALDEBTOUTSTANDING.CALCDATE,TR.TOTALEQUITY,TR.TOTALEQUITY.CALCDATE,TR.TOTALINVENTORY,TR.TOTALINVENTORY.CALCDATE,TR.TOTALLIABILITIES,TR.TOTALLIABILITIES.CALCDATE,TR.TOTALLONGTERMDEBT,TR.TOTALLONGTERMDEBT.CALCDATE,TR.TTLPREFERREDSHARESOUT,TR.TTLPREFERREDSHARESOUT.CALCDATE,TR.WARRANTSCONVERTED,TR.WARRANTSCONVERTED.CALCDATE
0HHA.L^I19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0HDY.L^I12,,,,,,,,,-8206605.0,1999-12-31,,,,,11652451.8,1999-12-31,11281531.8,1999-12-31,,,,,18214644.8,1999-12-31,,,,,,,,,0.0,1999-12-31,,,-16329134.8,1999-12-31,,,2196464.6,1999-12-31,,,0.0,1999-12-31,,,,,-1147997.4,1999-12-31,-1147997.4,1999-12-31,-1001484.0,1999-12-31,,,,,,,,,-3031034.6,1999-12-31,,,,,,,,,,,50563814.4,1999-12-31,,,,,4905417.0,1999-12-31,0.0,1999-12-31,,,,,146513.4,1999-12-31,,,,,,,,,,,,,,,,,,,,
0H3D.L^G09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0H2O.L^G19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0GX4.L^G18,5083652.1761057,1998-02-09,12497164.8797216,1998-02-09,,,,,-4432369.04533764,1998-02-09,,,2644249.31665742,1998-02-09,4987506.00635433,1998-02-09,47054287.6040143,1998-02-09,,,,,2381837.63679459,1998-02-09,,,,,609,1998-02-09,6419134.72187201,1998-02-09,,,3115641.12663271,1998-02-09,-679300.247112815,1998-02-09,-3618112.03288113,1998-02-09,211429.714055172,1998-02-09,,,1136760.04841394,1998-02-09,,,,,3596984.37137526,1998-02-09,3596984.37137526,1998-02-09,7059547.82389429,1998-02-09,,,4175239.28085128,1998-02-09,,,4531270.99702456,1998-02-09,,,30508343.2144838,1998-02-09,17869408.6640779,1998-02-09,1016424.2372283,1998-02-09,,,,,71951246.4017348,1998-02-09,,,,,17671910.9586969,1998-02-09,-19902.8695345202,1998-02-09,,,254909.829038277,1998-02-09,3462563.45251904,1998-02-09,49818030.6873771,1998-02-09,13582483.6653386,1998-02-09,27621278.8895053,1998-02-09,3221509.08265672,1998-02-09,26816590.564325,1998-02-09,10610679.0458419,1998-02-09,23001440.1230521,1998-02-09,2747897.33723335,1998-02-09,,,,
0GX4.L^G18,5066179.41952181,1998-12-31,14416632.5905842,1998-12-31,,,,,-8614971.52206063,1998-12-31,,,2078201.38895736,1998-12-31,5207090.84791718,1998-12-31,54406565.703722,1998-12-31,,,,,3128516.87453784,1998-12-31,,,,,728,1998-12-31,8111311.90041903,1998-12-31,,,2423661.66502342,1998-12-31,-923413.231451812,1998-12-31,-4050365.2514173,1998-12-31,229661.037712595,1998-12-31,,,0.0,1998-12-31,,,,,4860140.23416317,1998-12-31,4860140.23416317,1998-12-31,7301164.33325117,1998-12-31,,,5624608.95119546,1998-12-31,,,601276.74020212,1998-12-31,,,45243597.0138033,1998-12-31,27872220.9230959,1998-12-31,1209781.61819078,1998-12-31,,,,,79897972.1703229,1998-12-31,,,,,18071760.287158,1998-12-31,379067.390929258,1998-12-31,,,367964.375154055,1998-12-31,2441024.099088,1998-12-31,64516122.37614,1998-12-31,18196948.6529455,1998-12-31,31672060.4091693,1998-12-31,16682840.078876,1998-12-31,29496539.9691891,1998-12-31,13265868.3448361,1998-12-31,35019582.4069509,1998-12-31,13597468.4804042,1998-12-31,,,,
0GX4.L^G18,4662332.81613654,1999-12-31,14121212.8264805,1999-12-31,,,,,-3559841.99637962,1999-12-31,,,2904175.32971296,1999-12-31,7934998.18981122,1999-12-31,50658479.4414275,1999-12-31,,,,,3972440.39306956,1999-12-31,,,,,851,1999-12-31,8737959.14145332,1999-12-31,,,2018592.96612361,1999-12-31,-1103072.14895268,1999-12-31,-4486480.73441945,1999-12-31,186824.670287044,1999-12-31,,,0.0,1999-12-31,,,,,4011026.11843807,1999-12-31,4011026.11843807,1999-12-31,6445414.79182829,1999-12-31,,,4268845.61675718,1999-12-31,,,588377.812257564,1999-12-31,,,45957052.2368761,1999-12-31,27067268.6837342,1999-12-31,1262647.01318852,1999-12-31,,,,,74921634.0832687,1999-12-31,,,,,17896873.2867856,1999-12-31,943351.952417895,1999-12-31,,,427930.954228084,1999-12-31,2434388.67339022,1999-12-31,63125956.0382726,1999-12-31,17430138.6087406,1999-12-31,30816841.9963796,1999-12-31,15445262.735971,1999-12-31,30862767.0028446,1999-12-31,11179033.1005948,1999-12-31,32263189.035428,1999-12-31,11543962.5032325,1999-12-31,,,,
0GWG.L^G18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0GWC.L^G19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0GSU.L^H16,,1996-12-31,,1996-12-31,,,,,,1996-12-31,,,,1996-12-31,,1996-12-31,,1996-12-31,,,,,,1996-12-31,,,,,,1996-12-31,,1996-12-31,,1996-12-31,,1996-12-31,,1996-12-31,,1996-12-31,,1996-12-31,,,,1996-12-31,,,,,,1996-12-31,,1996-12-31,,1996-12-31,,,,1996-12-31,,,,1996-12-31,,,,1996-12-31,,1996-12-31,,1996-12-31,,,,1996-12-31,,1996-12-31,,,,,,1996-12-31,,1996-12-31,,,,1996-12-31,,1996-12-31,,1996-12-31,,1996-12-31,,1996-12-31,,1996-12-31,,1996-12-31,,1996-12-31,,1996-12-31,,1996-12-31,,,,
