Instrument,TR.ACCOUNTSPAYABLE,TR.ACCOUNTSPAYABLE.CALCDATE,TR.ACCTSRECEIVTRADENET,TR.ACCTSRECEIVTRADENET.CALCDATE,TR.ADVERTISINGEXPENSE,TR.ADVERTISINGEXPENSE.CALCDATE,TR.BACKLOGVALUEACTUAL,TR.BACKLOGVALUEACTUAL.CALCDATE,TR.CAPITALEXPENDITURES,TR.CAPITALEXPENDITURES.CALCDATE,TR.CAPITALLEASEOBLIGATIONS,TR.CAPITALLEASEOBLIGATIONS.CALCDATE,TR.CASHANDSTINVESTMENTS,TR.CASHANDSTINVESTMENTS.CALCDATE,TR.CASHFROMOPERATINGACT,TR.CASHFROMOPERATINGACT.CALCDATE,TR.COSTOFREVENUETOTAL,TR.COSTOFREVENUETOTAL.CALCDATE,TR.DEFERREDREVENUECURRENT,TR.DEFERREDREVENUECURRENT.CALCDATE,TR.DEFERREDREVENUELT,TR.DEFERREDREVENUELT.CALCDATE,TR.DEPRDEPLETIONANDAMORT,TR.DEPRDEPLETIONANDAMORT.CALCDATE,TR.EBITACTVALUE,TR.EBITACTVALUE.CALCDATE,TR.EBITDAACTVALUE,TR.EBITDAACTVALUE.CALCDATE,TR.EMPLOYEES,TR.EMPLOYEES.CALCDATE,TR.GOODWILLNET,TR.GOODWILLNET.CALCDATE,TR.GROSSDIVIDENDSCMNSTOCK,TR.GROSSDIVIDENDSCMNSTOCK.CALCDATE,TR.INCOMETAXESPAYABLE,TR.INCOMETAXESPAYABLE.CALCDATE,TR.INTEXPENSENETNONOPER,TR.INTEXPENSENETNONOPER.CALCDATE,TR.INTANGIBLESNET,TR.INTANGIBLESNET.CALCDATE,TR.INTERESTINCOMENONOPERATING,TR.INTERESTINCOMENONOPERATING.CALCDATE,TR.INVENTORYACTVALUE,TR.INVENTORYACTVALUE.CALCDATE,TR.ISSUANCERETIREMENTOFSTOCKNET,TR.ISSUANCERETIREMENTOFSTOCKNET.CALCDATE,TR.LEASEEXPENSETOTAL,TR.LEASEEXPENSETOTAL.CALCDATE,TR.MINORITYINTERESTBSSTMT,TR.MINORITYINTERESTBSSTMT.CALCDATE,TR.NETINCOME,TR.NETINCOME.CALCDATE,TR.NETINCOMEBEFOREEXTRAITEMS,TR.NETINCOMEBEFOREEXTRAITEMS.CALCDATE,TR.NETINCOMEBEFORETAXES,TR.NETINCOMEBEFORETAXES.CALCDATE,TR.OTHERCURRENTASSETS,TR.OTHERCURRENTASSETS.CALCDATE,TR.OTHERCURRENTLIABTOTAL,TR.OTHERCURRENTLIABTOTAL.CALCDATE,TR.OTHERLTASSETSTOTAL,TR.OTHERLTASSETSTOTAL.CALCDATE,TR.OTHERLIABILITIESTOTAL,TR.OTHERLIABILITIESTOTAL.CALCDATE,TR.OTHERNONOPERATINGINCOME,TR.OTHERNONOPERATINGINCOME.CALCDATE,TR.PPTYPLANTEQPMTTTLGROSS,TR.PPTYPLANTEQPMTTTLGROSS.CALCDATE,TR.PROPERTYPLANTEQUIPMENTTOTALNET,TR.PROPERTYPLANTEQUIPMENTTOTALNET.CALCDATE,TR.RECEIVABLESOTHER,TR.RECEIVABLESOTHER.CALCDATE,TR.REDEEMABLEPREFERREDTTL,TR.REDEEMABLEPREFERREDTTL.CALCDATE,TR.RESEARCHANDDEVELOPMENT,TR.RESEARCHANDDEVELOPMENT.CALCDATE,TR.REVENUE,TR.REVENUE.CALCDATE,TR.RIGHTOFUSEASSETSCAPLEASEGROSSSUPP,TR.RIGHTOFUSEASSETSCAPLEASEGROSSSUPP.CALCDATE,TR.RIGHTOFUSEASSETSOPERLEASEGROSSSUPP,TR.RIGHTOFUSEASSETSOPERLEASEGROSSSUPP.CALCDATE,TR.SGAEXPENSETOTAL,TR.SGAEXPENSETOTAL.CALCDATE,TR.SPECIALITEMSMM,TR.SPECIALITEMSMM.CALCDATE,TR.TAXCURDOM,TR.TAXCURDOM.CALCDATE,TR.TAXDEFTOT,TR.TAXDEFTOT.CALCDATE,TR.TAXOTHINCTOT,TR.TAXOTHINCTOT.CALCDATE,TR.TOTALASSETSREPORTED,TR.TOTALASSETSREPORTED.CALCDATE,TR.TOTALCURRLIABILITIES,TR.TOTALCURRLIABILITIES.CALCDATE,TR.TOTALCURRENTASSETS,TR.TOTALCURRENTASSETS.CALCDATE,TR.TOTALDEBTOUTSTANDING,TR.TOTALDEBTOUTSTANDING.CALCDATE,TR.TOTALEQUITY,TR.TOTALEQUITY.CALCDATE,TR.TOTALINVENTORY,TR.TOTALINVENTORY.CALCDATE,TR.TOTALLIABILITIES,TR.TOTALLIABILITIES.CALCDATE,TR.TOTALLONGTERMDEBT,TR.TOTALLONGTERMDEBT.CALCDATE,TR.TTLPREFERREDSHARESOUT,TR.TTLPREFERREDSHARESOUT.CALCDATE,TR.WARRANTSCONVERTED,TR.WARRANTSCONVERTED.CALCDATE
DCS.L^G06,12985000.0,1998-12-31,31485000.0,1998-12-31,,,,,-2390000.0,1998-12-31,484000.0,1998-12-31,9460000.0,1998-12-31,8263000.0,1998-12-31,75150000.0,1998-12-31,,,,,2407000.0,1998-12-31,,,,1995-12-31,1163,1998-12-31,10676000.0,1998-12-31,629000.0,1998-12-31,2660000.0,1998-12-31,-809000.0,1998-12-31,,,274000.0,1998-12-31,,,5629000.0,1998-12-31,,,,,4775000.0,1998-12-31,4775000.0,1998-12-31,7353000.0,1998-12-31,0.0,1998-12-31,23440000.0,1998-12-31,,,889000.0,1998-12-31,,,15931000.0,1998-12-31,6429000.0,1998-12-31,1751000.0,1998-12-31,,,,,110172000.0,1998-12-31,,,,,26941000.0,1998-12-31,-193000.0,1998-12-31,,,,,,,66511000.0,1998-12-31,50905000.0,1998-12-31,49406000.0,1998-12-31,8883000.0,1998-12-31,10621000.0,1998-12-31,2489000.0,1998-12-31,55890000.0,1998-12-31,4096000.0,1998-12-31,,,,
DCS.L^G06,17199000.0,1999-12-31,39285000.0,1999-12-31,,,,,-3438000.0,1999-12-31,781000.0,1999-12-31,5968000.0,1999-12-31,-210000.0,1999-12-31,120440000.0,1999-12-31,,,,,5039000.0,1999-12-31,,,,1997-05-13,1560,1999-12-31,22909000.0,1999-12-31,790000.0,1999-12-31,2451000.0,1999-12-31,-1313000.0,1999-12-31,,,271000.0,1999-12-31,,,365000.0,1999-12-31,,,,,4619000.0,1999-12-31,4619000.0,1999-12-31,8129000.0,1999-12-31,0.0,1999-12-31,18583000.0,1999-12-31,,,6539000.0,1999-12-31,,,22711000.0,1999-12-31,8389000.0,1999-12-31,1669000.0,1999-12-31,,,,,164910000.0,1999-12-31,,,,,33398000.0,1999-12-31,-1901000.0,1999-12-31,,,,,,,90493000.0,1999-12-31,54277000.0,1999-12-31,59195000.0,1999-12-31,15796000.0,1999-12-31,20395000.0,1999-12-31,8650000.0,1999-12-31,70098000.0,1999-12-31,9282000.0,1999-12-31,,,,
DCS.L^G06,,,,,,,,,,,,,,,,,,,,,,,,,,,6900000.0,1998-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCS.L^G06,,,,,,,,,,,,,,,,,,,,,,,,,,,10200000.0,1999-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DBM.L^I01,7298000.0,1998-03-31,2262000.0,1998-03-31,,,,,-1222000.0,1998-03-31,,,18722000.0,1998-03-31,5266000.0,1998-03-31,121617000.0,1998-03-31,,,,,383000.0,1998-03-31,,,,,285,1998-03-31,,,2009000.0,1998-03-31,1142000.0,1998-03-31,,,,,,,,,1052000.0,1998-03-31,,,,,1688000.0,1998-03-31,1688000.0,1998-03-31,2580000.0,1998-03-31,1000.0,1998-03-31,22915000.0,1998-03-31,,,8451000.0,1998-03-31,,,4242000.0,1998-03-31,3174000.0,1998-03-31,20518000.0,1998-03-31,,,,,142733000.0,1998-03-31,,,,,13015000.0,1998-03-31,-6955000.0,1998-03-31,,,,,,,46241000.0,1998-03-31,31923000.0,1998-03-31,42719000.0,1998-03-31,325000.0,1998-03-31,5665000.0,1998-03-31,,,40578000.0,1998-03-31,204000.0,1998-03-31,,,,
DBM.L^I01,8818000.0,1999-03-31,2591000.0,1999-03-31,,,,,-680000.0,1999-03-31,,,20389000.0,1999-03-31,3053000.0,1999-03-31,136424000.0,1999-03-31,,,,,377000.0,1999-03-31,,,,,391,1999-03-31,,,2261000.0,1999-03-31,2571000.0,1999-03-31,,,,,,,,,102000.0,1999-03-31,,,,,5086000.0,1999-03-31,5086000.0,1999-03-31,7404000.0,1999-03-31,0.0,1999-03-31,22435000.0,1999-03-31,,,4747000.0,1999-03-31,,,4789000.0,1999-03-31,3348000.0,1999-03-31,15975000.0,1999-03-31,,,,,159441000.0,1999-03-31,,,,,16622000.0,1999-03-31,-750000.0,1999-03-31,,,,,,,44731000.0,1999-03-31,32935000.0,1999-03-31,40825000.0,1999-03-31,202000.0,1999-03-31,6979000.0,1999-03-31,,,37752000.0,1999-03-31,70000.0,1999-03-31,,,,
CYXI.L^I99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWP.L^G93,,1993-03-31,,1993-03-31,,,,,,1993-03-31,,1993-03-31,,1993-03-31,,1993-03-31,,1993-03-31,,1993-03-31,,,,1993-03-31,,,,,,1993-03-31,,1993-03-31,,1993-03-31,,1993-03-31,,1993-03-31,,,,1993-03-31,,,,1993-03-31,,,,1993-03-31,,1993-03-31,,1993-03-31,,1993-03-31,,,,1993-03-31,,,,1993-03-31,,1993-03-31,,1993-03-31,,1993-03-31,,1993-03-31,,,,,,1993-03-31,,,,,,,,1993-03-31,,1993-03-31,,1993-03-31,,1993-03-31,,1993-03-31,,1993-03-31,,1993-03-31,,1993-03-31,,1993-03-31,,1993-03-31,,1993-03-31,,1993-03-31,,,,
CWP.L^G93,426499873.3424,1994-05-26,712099787.76288,1994-05-26,,,,,-978462846.24,1994-05-26,1022399695.43536,1994-05-26,1190899645.59984,1994-05-26,1251722677.392,1994-05-26,3658335698.688,1994-05-26,62699981.26304,1994-05-26,,,472095770.33689,1994-05-26,,,,,41348,1994-05-26,,1994-05-26,182916784.9344,1994-05-26,52799984.00864,1994-05-26,-97947679.7376,1994-05-26,,,108999747.12,1994-05-26,,,44816651.7372939,1994-05-26,,,1136199661.95472,1994-05-26,521373674.1312,1994-05-26,521373674.1312,1994-05-26,1103483021.3088,1994-05-26,,,321799903.9112,1994-05-26,,,62999981.24112,1994-05-26,0.0,1994-05-26,6484198069.53424,1994-05-26,4565098640.4936,1994-05-26,100599970.18016,1994-05-26,,,,,4764759178.2912,1994-05-26,,,,,,,0.0,1994-05-26,,1994-05-26,,1994-05-26,,1994-05-26,7455897780.13344,1994-05-26,1678299500.3368,1994-05-26,2224499337.96992,1994-05-26,1505299551.84928,1994-05-26,3274699024.85792,1994-05-26,89499973.68752,1994-05-26,4181198755.27552,1994-05-26,1176899649.76848,1994-05-26,,,,
CWP.L^G93,441300087.4308,1995-05-26,764400151.74765,1995-05-26,,,,,-981516246.7323,1995-05-26,1190200236.71562,1995-05-26,1071900212.84175,1995-05-26,1073323761.4512,1995-05-26,3774458006.36427,1995-05-26,73900014.55911,1995-05-26,,,495645609.963539,1995-05-26,,,,,41124,1995-05-26,,1995-05-26,190323302.94687,1995-05-26,69100013.85213,1995-05-26,-125923876.76643,1995-05-26,,,114615644.77308,1995-05-26,,,12170725.5344623,1995-05-26,,,1198800237.9309,1995-05-26,241593678.74355,1995-05-26,241593678.74355,1995-05-26,808921952.65347,1995-05-26,,,380500075.59774,1995-05-26,,,122900024.29443,1995-05-26,-170581812.08778,1995-05-26,7256101441.76529,1995-05-26,4941000981.67788,1995-05-26,159000031.59012,1995-05-26,,,,,4918889466.88827,1995-05-26,,,,,,,-116819798.636085,1995-05-26,,1995-05-26,,1995-05-26,,1995-05-26,7875201564.89142,1995-05-26,1745200346.98302,1995-05-26,2237600444.68971,1995-05-26,1645900326.88407,1995-05-26,3338600663.43639,1995-05-26,117200023.53198,1995-05-26,4536600901.45503,1995-05-26,1339700266.41828,1995-05-26,,,,
