Instrument,TR.ACCOUNTSPAYABLE,TR.ACCOUNTSPAYABLE.CALCDATE,TR.ACCTSRECEIVTRADENET,TR.ACCTSRECEIVTRADENET.CALCDATE,TR.ADVERTISINGEXPENSE,TR.ADVERTISINGEXPENSE.CALCDATE,TR.BACKLOGVALUEACTUAL,TR.BACKLOGVALUEACTUAL.CALCDATE,TR.CAPITALEXPENDITURES,TR.CAPITALEXPENDITURES.CALCDATE,TR.CAPITALLEASEOBLIGATIONS,TR.CAPITALLEASEOBLIGATIONS.CALCDATE,TR.CASHANDSTINVESTMENTS,TR.CASHANDSTINVESTMENTS.CALCDATE,TR.CASHFROMOPERATINGACT,TR.CASHFROMOPERATINGACT.CALCDATE,TR.COSTOFREVENUETOTAL,TR.COSTOFREVENUETOTAL.CALCDATE,TR.DEFERREDREVENUECURRENT,TR.DEFERREDREVENUECURRENT.CALCDATE,TR.DEFERREDREVENUELT,TR.DEFERREDREVENUELT.CALCDATE,TR.DEPRDEPLETIONANDAMORT,TR.DEPRDEPLETIONANDAMORT.CALCDATE,TR.EBITACTVALUE,TR.EBITACTVALUE.CALCDATE,TR.EBITDAACTVALUE,TR.EBITDAACTVALUE.CALCDATE,TR.EMPLOYEES,TR.EMPLOYEES.CALCDATE,TR.GOODWILLNET,TR.GOODWILLNET.CALCDATE,TR.GROSSDIVIDENDSCMNSTOCK,TR.GROSSDIVIDENDSCMNSTOCK.CALCDATE,TR.INCOMETAXESPAYABLE,TR.INCOMETAXESPAYABLE.CALCDATE,TR.INTEXPENSENETNONOPER,TR.INTEXPENSENETNONOPER.CALCDATE,TR.INTANGIBLESNET,TR.INTANGIBLESNET.CALCDATE,TR.INTERESTINCOMENONOPERATING,TR.INTERESTINCOMENONOPERATING.CALCDATE,TR.INVENTORYACTVALUE,TR.INVENTORYACTVALUE.CALCDATE,TR.ISSUANCERETIREMENTOFSTOCKNET,TR.ISSUANCERETIREMENTOFSTOCKNET.CALCDATE,TR.LEASEEXPENSETOTAL,TR.LEASEEXPENSETOTAL.CALCDATE,TR.MINORITYINTERESTBSSTMT,TR.MINORITYINTERESTBSSTMT.CALCDATE,TR.NETINCOME,TR.NETINCOME.CALCDATE,TR.NETINCOMEBEFOREEXTRAITEMS,TR.NETINCOMEBEFOREEXTRAITEMS.CALCDATE,TR.NETINCOMEBEFORETAXES,TR.NETINCOMEBEFORETAXES.CALCDATE,TR.OTHERCURRENTASSETS,TR.OTHERCURRENTASSETS.CALCDATE,TR.OTHERCURRENTLIABTOTAL,TR.OTHERCURRENTLIABTOTAL.CALCDATE,TR.OTHERLTASSETSTOTAL,TR.OTHERLTASSETSTOTAL.CALCDATE,TR.OTHERLIABILITIESTOTAL,TR.OTHERLIABILITIESTOTAL.CALCDATE,TR.OTHERNONOPERATINGINCOME,TR.OTHERNONOPERATINGINCOME.CALCDATE,TR.PPTYPLANTEQPMTTTLGROSS,TR.PPTYPLANTEQPMTTTLGROSS.CALCDATE,TR.PROPERTYPLANTEQUIPMENTTOTALNET,TR.PROPERTYPLANTEQUIPMENTTOTALNET.CALCDATE,TR.RECEIVABLESOTHER,TR.RECEIVABLESOTHER.CALCDATE,TR.REDEEMABLEPREFERREDTTL,TR.REDEEMABLEPREFERREDTTL.CALCDATE,TR.RESEARCHANDDEVELOPMENT,TR.RESEARCHANDDEVELOPMENT.CALCDATE,TR.REVENUE,TR.REVENUE.CALCDATE,TR.RIGHTOFUSEASSETSCAPLEASEGROSSSUPP,TR.RIGHTOFUSEASSETSCAPLEASEGROSSSUPP.CALCDATE,TR.RIGHTOFUSEASSETSOPERLEASEGROSSSUPP,TR.RIGHTOFUSEASSETSOPERLEASEGROSSSUPP.CALCDATE,TR.SGAEXPENSETOTAL,TR.SGAEXPENSETOTAL.CALCDATE,TR.SPECIALITEMSMM,TR.SPECIALITEMSMM.CALCDATE,TR.TAXCURDOM,TR.TAXCURDOM.CALCDATE,TR.TAXDEFTOT,TR.TAXDEFTOT.CALCDATE,TR.TAXOTHINCTOT,TR.TAXOTHINCTOT.CALCDATE,TR.TOTALASSETSREPORTED,TR.TOTALASSETSREPORTED.CALCDATE,TR.TOTALCURRLIABILITIES,TR.TOTALCURRLIABILITIES.CALCDATE,TR.TOTALCURRENTASSETS,TR.TOTALCURRENTASSETS.CALCDATE,TR.TOTALDEBTOUTSTANDING,TR.TOTALDEBTOUTSTANDING.CALCDATE,TR.TOTALEQUITY,TR.TOTALEQUITY.CALCDATE,TR.TOTALINVENTORY,TR.TOTALINVENTORY.CALCDATE,TR.TOTALLIABILITIES,TR.TOTALLIABILITIES.CALCDATE,TR.TOTALLONGTERMDEBT,TR.TOTALLONGTERMDEBT.CALCDATE,TR.TTLPREFERREDSHARESOUT,TR.TTLPREFERREDSHARESOUT.CALCDATE,TR.WARRANTSCONVERTED,TR.WARRANTSCONVERTED.CALCDATE
0GVJ.L^A08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0GVI.L^A08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0GVF.L^A08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0GVE.L^B21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0GVD.L^A08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0GVA.L^A08,513417.48449241,1997-12-31,1077893.48429069,1997-12-31,,,,,-397215.346210096,1997-12-31,,,1514991.11906803,1997-12-31,1332114.36784508,1997-12-31,3230235.72545262,1997-12-31,,,,,218855.015381512,1997-12-31,,,,,56,1997-12-31,76013.651722225,1997-12-31,,,404487.548540017,1997-12-31,-53201.9012557365,1997-12-31,,,57029.3761662212,1997-12-31,,,0.0,1997-12-31,,,,,1190803.99414998,1997-12-31,1190803.99414998,1997-12-31,1673831.32785314,1997-12-31,,,694074.300267285,1997-12-31,,,,,,,1159265.60088759,1997-12-31,737018.568762923,1997-12-31,9951.43476726008,1997-12-31,,,,,7651351.99455343,1997-12-31,,,,,1583349.82096929,1997-12-31,-5435.01437288819,1997-12-31,,,,,,,4023441.62590146,1997-12-31,1709962.69100812,1997-12-31,3206658.48000403,1997-12-31,76472.9487114832,1997-12-31,2087504.81617832,1997-12-31,404181.350547178,1997-12-31,1935936.80972313,1997-12-31,76472.9487114832,1997-12-31,,,,
0GVA.L^A08,474225.452304659,1998-12-31,1282435.58047819,1998-12-31,,,,,-267366.581217649,1998-12-31,,,3419654.34187823,1998-12-31,817375.7049544,1998-12-31,2980451.82524033,1998-12-31,,,,,283909.329553858,1998-12-31,,,,,65,1998-12-31,119077.981266946,1998-12-31,,,253729.991372936,1998-12-31,-13189.4885383288,1998-12-31,,,95158.0613754005,1998-12-31,,,1240631.60833128,1998-12-31,,,,,1185638.14764604,1998-12-31,1185638.14764604,1998-12-31,1665973.98447128,1998-12-31,,,535627.365048065,1998-12-31,,,,,,,1268724.47374908,1998-12-31,646433.972146907,1998-12-31,968.719497165393,1998-12-31,,,,,7300940.78259798,1998-12-31,,,,,1703455.97732314,1998-12-31,-30402.8888341139,1998-12-31,,,,,,,6173947.42297264,1998-12-31,1305759.36529455,1998-12-31,5404411.55780133,1998-12-31,163788.111905349,1998-12-31,4514232.85679073,1998-12-31,594570.220606359,1998-12-31,1659714.56618191,1998-12-31,163788.111905349,1998-12-31,,,,
0GV5.L^A08,10140183.1119053,1999-03-16,26645374.9383781,1999-03-16,,,,,-9471394.07443924,1999-03-16,,,3988516.23736751,1999-03-16,9094413.15627311,1999-03-16,105356218.623367,1999-03-16,1398309.33571605,1999-03-16,,,,,,1992-12-15,,,1393,1999-03-16,22990247.2418043,1999-03-16,1660981.35321666,1999-03-16,652469.839783091,1999-03-16,-1754276.49248213,1999-03-16,12742.3872319448,1999-03-16,468785.719743653,1999-03-16,,,13335765.1824008,1999-03-16,,,,1999-03-16,6614640.2772985,1999-03-16,6614640.2772985,1999-03-16,9024143.73428642,1999-03-16,1755692.31328568,1999-03-16,4196939.96302687,1999-03-16,,,9201791.98668967,1999-03-16,,,102186270.361104,1999-03-16,40821094.4417057,1999-03-16,240093.401528223,1999-03-16,,,,,130132486.550407,1999-03-16,,,,,14235556.5614986,1999-03-16,0.0,1999-03-16,,,,,,,105686253.904363,1999-03-16,44336204.9124969,1999-03-16,41251280.4153315,1999-03-16,28886023.1353217,1999-03-16,42388706.1387725,1999-03-16,8621603.524772,1999-03-16,63297547.7655903,1999-03-16,8361539.59822529,1999-03-16,,,,
0GV5.L^A08,13595109.9043186,1999-12-31,33236842.7721748,1999-12-31,,,,,-11712547.9700026,1999-12-31,,,1865994.05223688,1999-12-31,15190931.2128265,1999-12-31,127696224.463408,1999-12-31,1299561.41711921,1999-12-31,,,,,,1993-07-14,,,1659,1999-12-31,32342685.802948,1999-12-31,,1999-12-31,56897.5950349108,1999-12-31,-1430360.48616499,1999-12-31,424006.982156711,1999-12-31,346544.866821826,1999-12-31,,,0.0,1999-12-31,,,397193.173002327,1999-12-31,9719824.15309025,1999-12-31,9719824.15309025,1999-12-31,13838541.5050427,1999-12-31,2894583.39798293,1999-12-31,5902380.65683993,1999-12-31,,,13622359.7103698,1999-12-31,,,108095547.970003,1999-12-31,44290526.764934,1999-12-31,182319.369019912,1999-12-31,,,,,159624567.882079,1999-12-31,,,,,16838345.487458,1999-12-31,0.0,1999-12-31,,,,,,,124177002.844582,1999-12-31,51923887.7682958,1999-12-31,46728258.0811999,1999-12-31,36521134.7297647,1999-12-31,43608918.2829066,1999-12-31,8548518.48978536,1999-12-31,80568084.5616757,1999-12-31,13968613.9125937,1999-12-31,,,,
0GV5.L^A08,,,,,,,,,,,,,,,,,,,,,,,,,,1994-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
