Date,HIGH,LOW,CLOSE,OPEN,COUNT,VOLUME
2017-12-14,23.0,23.0,23.0,23.0,0.0,0.0
2017-12-15,23.0,23.0,23.0,23.0,0.0,0.0
2017-12-18,23.0,23.0,23.0,23.0,0.0,0.0
2017-12-19,23.0,23.0,23.0,23.0,0.0,0.0
2017-12-20,23.0,23.0,23.0,23.0,0.0,0.0
2017-12-21,23.0,23.0,23.0,23.0,0.0,0.0
2017-12-22,23.0,23.0,23.0,23.0,0.0,0.0
2017-12-27,23.0,23.0,23.0,23.0,0.0,0.0
2017-12-28,23.0,23.0,23.0,23.0,0.0,0.0
2017-12-29,23.0,23.0,23.0,23.0,0.0,0.0
2018-01-02,23.0,23.0,23.0,23.0,0.0,0.0
2018-01-03,23.0,23.0,23.0,23.0,0.0,0.0
2018-01-04,23.0,23.0,23.0,23.0,0.0,0.0
2018-01-05,23.0,23.0,23.0,23.0,0.0,0.0
2018-01-08,23.0,23.0,23.0,23.0,0.0,0.0
2018-01-09,23.0,23.0,23.0,23.0,0.0,0.0
2018-01-10,23.0,23.0,23.0,23.0,0.0,0.0
2018-01-11,23.0,23.0,23.0,23.0,0.0,0.0
2018-01-12,23.0,23.0,23.0,23.0,0.0,0.0
2018-01-15,23.0,23.0,23.0,23.0,0.0,0.0
2018-01-16,23.0,23.0,23.0,23.0,0.0,0.0
2018-01-17,23.0,23.0,23.0,23.0,0.0,0.0
2018-01-18,23.0,23.0,23.0,23.0,0.0,0.0
2018-01-19,23.0,23.0,23.0,23.0,0.0,0.0
2018-01-22,23.0,23.0,23.0,23.0,0.0,0.0
2018-01-23,23.0,23.0,23.0,23.0,0.0,0.0
2018-01-24,23.0,23.0,23.0,23.0,0.0,0.0
2018-01-25,23.0,23.0,23.0,23.0,0.0,0.0
2018-01-26,23.0,23.0,23.0,23.0,0.0,0.0
2018-01-29,23.0,23.0,23.0,23.0,0.0,0.0
2018-01-30,23.0,23.0,23.0,23.0,0.0,0.0
2018-01-31,23.0,23.0,23.0,23.0,0.0,0.0
2018-02-01,23.0,23.0,23.0,23.0,0.0,0.0
2018-02-02,23.0,23.0,23.0,23.0,0.0,0.0
2018-02-05,23.0,23.0,23.0,23.0,0.0,0.0
2018-02-06,23.0,23.0,23.0,23.0,0.0,0.0
2018-02-07,23.0,23.0,23.0,23.0,0.0,0.0
2018-02-08,23.0,23.0,23.0,23.0,0.0,0.0
2018-02-09,23.0,23.0,23.0,23.0,0.0,0.0
2018-02-12,23.0,23.0,23.0,23.0,0.0,0.0
2018-02-13,23.0,23.0,23.0,23.0,0.0,0.0
2018-02-14,23.0,23.0,23.0,23.0,0.0,0.0
2018-02-15,23.0,23.0,23.0,23.0,0.0,0.0
2018-02-16,23.0,23.0,23.0,23.0,0.0,0.0
2018-02-19,23.0,23.0,23.0,23.0,0.0,0.0
2018-02-20,23.0,23.0,23.0,23.0,0.0,0.0
2018-02-21,23.0,23.0,23.0,23.0,0.0,0.0
2018-02-22,23.0,23.0,23.0,23.0,0.0,0.0
2018-02-23,23.0,23.0,23.0,23.0,0.0,0.0
2018-02-26,23.0,23.0,23.0,23.0,0.0,0.0
2018-02-27,23.0,23.0,23.0,23.0,0.0,0.0
2018-02-28,23.0,23.0,23.0,23.0,0.0,0.0
2018-03-01,23.0,23.0,23.0,23.0,0.0,0.0
2018-03-02,23.0,23.0,23.0,23.0,0.0,0.0
2018-03-05,23.0,23.0,23.0,23.0,0.0,0.0
2018-03-06,23.0,23.0,23.0,23.0,0.0,0.0
2018-03-07,23.0,23.0,23.0,23.0,0.0,0.0
2018-03-08,23.0,23.0,23.0,23.0,0.0,0.0
2018-03-09,23.0,23.0,23.0,23.0,0.0,0.0
2018-03-12,23.0,23.0,23.0,23.0,0.0,0.0
2018-03-13,23.0,23.0,23.0,23.0,0.0,0.0
2018-03-14,23.0,23.0,23.0,23.0,0.0,0.0
2018-03-15,23.0,23.0,23.0,23.0,0.0,0.0
2018-03-16,23.0,23.0,23.0,23.0,0.0,0.0
2018-03-19,23.0,23.0,23.0,23.0,0.0,0.0
