Instrument,TR.ACCOUNTSPAYABLE,TR.ACCOUNTSPAYABLE.CALCDATE,TR.ACCTSRECEIVTRADENET,TR.ACCTSRECEIVTRADENET.CALCDATE,TR.ADVERTISINGEXPENSE,TR.ADVERTISINGEXPENSE.CALCDATE,TR.BACKLOGVALUEACTUAL,TR.BACKLOGVALUEACTUAL.CALCDATE,TR.CAPITALEXPENDITURES,TR.CAPITALEXPENDITURES.CALCDATE,TR.CAPITALLEASEOBLIGATIONS,TR.CAPITALLEASEOBLIGATIONS.CALCDATE,TR.CASHANDSTINVESTMENTS,TR.CASHANDSTINVESTMENTS.CALCDATE,TR.CASHFROMOPERATINGACT,TR.CASHFROMOPERATINGACT.CALCDATE,TR.COSTOFREVENUETOTAL,TR.COSTOFREVENUETOTAL.CALCDATE,TR.DEFERREDREVENUECURRENT,TR.DEFERREDREVENUECURRENT.CALCDATE,TR.DEFERREDREVENUELT,TR.DEFERREDREVENUELT.CALCDATE,TR.DEPRDEPLETIONANDAMORT,TR.DEPRDEPLETIONANDAMORT.CALCDATE,TR.EBITACTVALUE,TR.EBITACTVALUE.CALCDATE,TR.EBITDAACTVALUE,TR.EBITDAACTVALUE.CALCDATE,TR.EMPLOYEES,TR.EMPLOYEES.CALCDATE,TR.GOODWILLNET,TR.GOODWILLNET.CALCDATE,TR.GROSSDIVIDENDSCMNSTOCK,TR.GROSSDIVIDENDSCMNSTOCK.CALCDATE,TR.INCOMETAXESPAYABLE,TR.INCOMETAXESPAYABLE.CALCDATE,TR.INTEXPENSENETNONOPER,TR.INTEXPENSENETNONOPER.CALCDATE,TR.INTANGIBLESNET,TR.INTANGIBLESNET.CALCDATE,TR.INTERESTINCOMENONOPERATING,TR.INTERESTINCOMENONOPERATING.CALCDATE,TR.INVENTORYACTVALUE,TR.INVENTORYACTVALUE.CALCDATE,TR.ISSUANCERETIREMENTOFSTOCKNET,TR.ISSUANCERETIREMENTOFSTOCKNET.CALCDATE,TR.LEASEEXPENSETOTAL,TR.LEASEEXPENSETOTAL.CALCDATE,TR.MINORITYINTERESTBSSTMT,TR.MINORITYINTERESTBSSTMT.CALCDATE,TR.NETINCOME,TR.NETINCOME.CALCDATE,TR.NETINCOMEBEFOREEXTRAITEMS,TR.NETINCOMEBEFOREEXTRAITEMS.CALCDATE,TR.NETINCOMEBEFORETAXES,TR.NETINCOMEBEFORETAXES.CALCDATE,TR.OTHERCURRENTASSETS,TR.OTHERCURRENTASSETS.CALCDATE,TR.OTHERCURRENTLIABTOTAL,TR.OTHERCURRENTLIABTOTAL.CALCDATE,TR.OTHERLTASSETSTOTAL,TR.OTHERLTASSETSTOTAL.CALCDATE,TR.OTHERLIABILITIESTOTAL,TR.OTHERLIABILITIESTOTAL.CALCDATE,TR.OTHERNONOPERATINGINCOME,TR.OTHERNONOPERATINGINCOME.CALCDATE,TR.PPTYPLANTEQPMTTTLGROSS,TR.PPTYPLANTEQPMTTTLGROSS.CALCDATE,TR.PROPERTYPLANTEQUIPMENTTOTALNET,TR.PROPERTYPLANTEQUIPMENTTOTALNET.CALCDATE,TR.RECEIVABLESOTHER,TR.RECEIVABLESOTHER.CALCDATE,TR.REDEEMABLEPREFERREDTTL,TR.REDEEMABLEPREFERREDTTL.CALCDATE,TR.RESEARCHANDDEVELOPMENT,TR.RESEARCHANDDEVELOPMENT.CALCDATE,TR.REVENUE,TR.REVENUE.CALCDATE,TR.RIGHTOFUSEASSETSCAPLEASEGROSSSUPP,TR.RIGHTOFUSEASSETSCAPLEASEGROSSSUPP.CALCDATE,TR.RIGHTOFUSEASSETSOPERLEASEGROSSSUPP,TR.RIGHTOFUSEASSETSOPERLEASEGROSSSUPP.CALCDATE,TR.SGAEXPENSETOTAL,TR.SGAEXPENSETOTAL.CALCDATE,TR.SPECIALITEMSMM,TR.SPECIALITEMSMM.CALCDATE,TR.TAXCURDOM,TR.TAXCURDOM.CALCDATE,TR.TAXDEFTOT,TR.TAXDEFTOT.CALCDATE,TR.TAXOTHINCTOT,TR.TAXOTHINCTOT.CALCDATE,TR.TOTALASSETSREPORTED,TR.TOTALASSETSREPORTED.CALCDATE,TR.TOTALCURRLIABILITIES,TR.TOTALCURRLIABILITIES.CALCDATE,TR.TOTALCURRENTASSETS,TR.TOTALCURRENTASSETS.CALCDATE,TR.TOTALDEBTOUTSTANDING,TR.TOTALDEBTOUTSTANDING.CALCDATE,TR.TOTALEQUITY,TR.TOTALEQUITY.CALCDATE,TR.TOTALINVENTORY,TR.TOTALINVENTORY.CALCDATE,TR.TOTALLIABILITIES,TR.TOTALLIABILITIES.CALCDATE,TR.TOTALLONGTERMDEBT,TR.TOTALLONGTERMDEBT.CALCDATE,TR.TTLPREFERREDSHARESOUT,TR.TTLPREFERREDSHARESOUT.CALCDATE,TR.WARRANTSCONVERTED,TR.WARRANTSCONVERTED.CALCDATE
LJH.L^E04,,1998-03-31,,,,,,,,1998-03-31,,,,,,1998-03-31,,,,,,,,1998-03-31,,,,,,1998-03-31,,,,1998-03-31,,1998-03-31,,,,,,,,,,1998-03-31,,,,,,1998-03-31,,1998-03-31,,1998-03-31,,,,1998-03-31,,,,1998-03-31,,,,1998-03-31,,1998-03-31,,,,,,,,,,,,,,,,,,,,,,,,1998-03-31,,,,,,1998-03-31,,1998-03-31,,,,1998-03-31,,1998-03-31,,,,
LJH.L^E04,117697000.0,1999-07-02,,,,,,,-713000.0,1999-07-02,,,,,5057000.0,1999-07-02,,,,,,,514000.0,1999-07-02,,,,,122,1999-07-02,,,1156000.0,1999-07-02,763000.0,1999-07-02,,,,,,,,,137000.0,1999-07-02,,,,,1634000.0,1999-07-02,1634000.0,1999-07-02,2271000.0,1999-07-02,,,1646000.0,1999-07-02,,,1011000.0,1999-07-02,,,3859000.0,1999-07-02,1169000.0,1999-07-02,,,,,,,,,,,,,,,,,,,,,,,493867000.0,1999-07-02,,,,,2500000.0,1999-07-02,28414000.0,1999-07-02,,,465453000.0,1999-07-02,0.0,1999-07-02,,,,
LGU.L^E04,,,,,,,,,,,,,2438000.0,1996-01-04,773000.0,1996-01-04,0.0,1996-01-04,,,,,,,,,,,,,,,810000.0,1996-01-04,3000.0,1996-01-04,,,,,,,,,,1996-01-04,,,,,8201000.0,1996-01-04,8201000.0,1996-01-04,8444000.0,1996-01-04,,1996-01-04,1095000.0,1996-01-04,,,,,,,,,,,0.0,1996-01-04,,,,,8864000.0,1996-01-04,,,,,278000.0,1996-01-04,,,,,,,,,43721000.0,1996-01-04,1161000.0,1996-01-04,2714000.0,1996-01-04,0.0,1996-01-04,42560000.0,1996-01-04,,,1161000.0,1996-01-04,0.0,1996-01-04,,,,1996-01-04
LGU.L^E04,,,,,,,,,,,,,1209000.0,1997-01-08,1110000.0,1997-01-08,5000.0,1997-01-08,,,,,,,,,,,,,,,865000.0,1997-01-08,,1997-01-08,,,,,,,,,0.0,1997-01-08,,,,,9189000.0,1997-01-08,9189000.0,1997-01-08,9481000.0,1997-01-08,,1997-01-08,940000.0,1997-01-08,,,,,,,,,,,34000.0,1997-01-08,,,,,10013000.0,1997-01-08,,,,,378000.0,1997-01-08,,,,,,,,,51586000.0,1997-01-08,966000.0,1997-01-08,1587000.0,1997-01-08,0.0,1997-01-08,50620000.0,1997-01-08,,,966000.0,1997-01-08,0.0,1997-01-08,,,0.0,1997-01-08
LGU.L^E04,,,,,,,,,,,,,3009000.0,1998-01-06,986000.0,1998-01-06,1000.0,1998-01-06,,,,,,,,,,,,,,,939000.0,1998-01-06,,1998-01-06,,,,,,,,,-691000.0,1998-01-06,,,,,7163000.0,1998-01-06,7163000.0,1998-01-06,7384000.0,1998-01-06,0.0,1998-01-06,2088000.0,1998-01-06,,,,,,,,,,,187000.0,1998-01-06,,,,,7989000.0,1998-01-06,,,,,437000.0,1998-01-06,,,,,,,,,58621000.0,1998-01-06,2159000.0,1998-01-06,3501000.0,1998-01-06,0.0,1998-01-06,56462000.0,1998-01-06,,,2159000.0,1998-01-06,0.0,1998-01-06,,,-691000.0,1998-01-06
LGU.L^E04,,,,,,,,,,,,,2817000.0,1998-12-22,1015000.0,1998-12-22,3000.0,1998-12-22,,,,,,,,,,,,,,,986000.0,1998-12-22,,1998-12-22,,,,,,,,,-150000.0,1998-12-22,,,,,4358000.0,1998-12-22,4358000.0,1998-12-22,4636000.0,1998-12-22,90000.0,1998-12-22,2023000.0,1998-12-22,,,,,,,,,,,102000.0,1998-12-22,,,,,5327000.0,1998-12-22,,,,,510000.0,1998-12-22,,,,,,,,,61877000.0,1998-12-22,2100000.0,1998-12-22,3396000.0,1998-12-22,0.0,1998-12-22,59777000.0,1998-12-22,,,2100000.0,1998-12-22,0.0,1998-12-22,,,-150000.0,1998-12-22
LGU.L^E04,,,,,,,,,,,,,3874000.0,1999-10-31,1734000.0,1999-10-31,3000.0,1999-10-31,,,,,,,,,,,,,,,1048000.0,1999-10-31,,1999-10-31,,,,,,,,,-1040000.0,1999-10-31,,,,,11293000.0,1999-10-31,11293000.0,1999-10-31,11293000.0,1999-10-31,204000.0,1999-10-31,4814000.0,1999-10-31,,,,,,,,,,,,1999-10-31,,,,,12075000.0,1999-10-31,,,,,564000.0,1999-10-31,,,,,,,,,72879000.0,1999-10-31,4855000.0,1999-10-31,4387000.0,1999-10-31,0.0,1999-10-31,68024000.0,1999-10-31,,,4855000.0,1999-10-31,0.0,1999-10-31,,,-784000.0,1999-10-31
LGHT.L^F19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LGD.L^E03,,,,,,,,,,,,,,,,,,,,,,,,,,1998-10-14,,1998-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LGD.L^E03,,,,,,,,,,,,,,,,,,,,,,,,,,1998-11-12,,1998-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LGD.L^E03,,,,,,,,,,,,,,,,,,,,,,,,,10290000.0,1999-11-15,12740000.0,1999-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
