Instrument,TR.ACCOUNTSPAYABLE,TR.ACCOUNTSPAYABLE.CALCDATE,TR.ACCTSRECEIVTRADENET,TR.ACCTSRECEIVTRADENET.CALCDATE,TR.ADVERTISINGEXPENSE,TR.ADVERTISINGEXPENSE.CALCDATE,TR.BACKLOGVALUEACTUAL,TR.BACKLOGVALUEACTUAL.CALCDATE,TR.CAPITALEXPENDITURES,TR.CAPITALEXPENDITURES.CALCDATE,TR.CAPITALLEASEOBLIGATIONS,TR.CAPITALLEASEOBLIGATIONS.CALCDATE,TR.CASHANDSTINVESTMENTS,TR.CASHANDSTINVESTMENTS.CALCDATE,TR.CASHFROMOPERATINGACT,TR.CASHFROMOPERATINGACT.CALCDATE,TR.COSTOFREVENUETOTAL,TR.COSTOFREVENUETOTAL.CALCDATE,TR.DEFERREDREVENUECURRENT,TR.DEFERREDREVENUECURRENT.CALCDATE,TR.DEFERREDREVENUELT,TR.DEFERREDREVENUELT.CALCDATE,TR.DEPRDEPLETIONANDAMORT,TR.DEPRDEPLETIONANDAMORT.CALCDATE,TR.EBITACTVALUE,TR.EBITACTVALUE.CALCDATE,TR.EBITDAACTVALUE,TR.EBITDAACTVALUE.CALCDATE,TR.EMPLOYEES,TR.EMPLOYEES.CALCDATE,TR.GOODWILLNET,TR.GOODWILLNET.CALCDATE,TR.GROSSDIVIDENDSCMNSTOCK,TR.GROSSDIVIDENDSCMNSTOCK.CALCDATE,TR.INCOMETAXESPAYABLE,TR.INCOMETAXESPAYABLE.CALCDATE,TR.INTEXPENSENETNONOPER,TR.INTEXPENSENETNONOPER.CALCDATE,TR.INTANGIBLESNET,TR.INTANGIBLESNET.CALCDATE,TR.INTERESTINCOMENONOPERATING,TR.INTERESTINCOMENONOPERATING.CALCDATE,TR.INVENTORYACTVALUE,TR.INVENTORYACTVALUE.CALCDATE,TR.ISSUANCERETIREMENTOFSTOCKNET,TR.ISSUANCERETIREMENTOFSTOCKNET.CALCDATE,TR.LEASEEXPENSETOTAL,TR.LEASEEXPENSETOTAL.CALCDATE,TR.MINORITYINTERESTBSSTMT,TR.MINORITYINTERESTBSSTMT.CALCDATE,TR.NETINCOME,TR.NETINCOME.CALCDATE,TR.NETINCOMEBEFOREEXTRAITEMS,TR.NETINCOMEBEFOREEXTRAITEMS.CALCDATE,TR.NETINCOMEBEFORETAXES,TR.NETINCOMEBEFORETAXES.CALCDATE,TR.OTHERCURRENTASSETS,TR.OTHERCURRENTASSETS.CALCDATE,TR.OTHERCURRENTLIABTOTAL,TR.OTHERCURRENTLIABTOTAL.CALCDATE,TR.OTHERLTASSETSTOTAL,TR.OTHERLTASSETSTOTAL.CALCDATE,TR.OTHERLIABILITIESTOTAL,TR.OTHERLIABILITIESTOTAL.CALCDATE,TR.OTHERNONOPERATINGINCOME,TR.OTHERNONOPERATINGINCOME.CALCDATE,TR.PPTYPLANTEQPMTTTLGROSS,TR.PPTYPLANTEQPMTTTLGROSS.CALCDATE,TR.PROPERTYPLANTEQUIPMENTTOTALNET,TR.PROPERTYPLANTEQUIPMENTTOTALNET.CALCDATE,TR.RECEIVABLESOTHER,TR.RECEIVABLESOTHER.CALCDATE,TR.REDEEMABLEPREFERREDTTL,TR.REDEEMABLEPREFERREDTTL.CALCDATE,TR.RESEARCHANDDEVELOPMENT,TR.RESEARCHANDDEVELOPMENT.CALCDATE,TR.REVENUE,TR.REVENUE.CALCDATE,TR.RIGHTOFUSEASSETSCAPLEASEGROSSSUPP,TR.RIGHTOFUSEASSETSCAPLEASEGROSSSUPP.CALCDATE,TR.RIGHTOFUSEASSETSOPERLEASEGROSSSUPP,TR.RIGHTOFUSEASSETSOPERLEASEGROSSSUPP.CALCDATE,TR.SGAEXPENSETOTAL,TR.SGAEXPENSETOTAL.CALCDATE,TR.SPECIALITEMSMM,TR.SPECIALITEMSMM.CALCDATE,TR.TAXCURDOM,TR.TAXCURDOM.CALCDATE,TR.TAXDEFTOT,TR.TAXDEFTOT.CALCDATE,TR.TAXOTHINCTOT,TR.TAXOTHINCTOT.CALCDATE,TR.TOTALASSETSREPORTED,TR.TOTALASSETSREPORTED.CALCDATE,TR.TOTALCURRLIABILITIES,TR.TOTALCURRLIABILITIES.CALCDATE,TR.TOTALCURRENTASSETS,TR.TOTALCURRENTASSETS.CALCDATE,TR.TOTALDEBTOUTSTANDING,TR.TOTALDEBTOUTSTANDING.CALCDATE,TR.TOTALEQUITY,TR.TOTALEQUITY.CALCDATE,TR.TOTALINVENTORY,TR.TOTALINVENTORY.CALCDATE,TR.TOTALLIABILITIES,TR.TOTALLIABILITIES.CALCDATE,TR.TOTALLONGTERMDEBT,TR.TOTALLONGTERMDEBT.CALCDATE,TR.TTLPREFERREDSHARESOUT,TR.TTLPREFERREDSHARESOUT.CALCDATE,TR.WARRANTSCONVERTED,TR.WARRANTSCONVERTED.CALCDATE
PRR.L^I97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRPL.L^I93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRI.L^G00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRAP.L^G11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PQS.L^I08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPLC.L^I93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPGL.L^I21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PORTq.L^I99,,,29450920.8601821,1996-05-20,,,,,-26777268.2132577,1996-05-20,,,17899428.6469244,1996-05-20,51898804.5384311,1996-05-20,101192506.070209,1996-05-20,,,,,,,,,,,1342,1996-05-20,,,0.0,1996-05-20,,,,,1429483.88481528,1996-05-20,1863703.28273889,1996-05-20,,,,,,,39330892.647333,1996-05-20,74535368.8256011,1996-05-20,74535368.8256011,1996-05-20,75627171.2753323,1996-05-20,2099436.43724221,1996-05-20,12814161.6751076,1996-05-20,103377123.499061,1996-05-20,12012665.9838844,1996-05-20,-8265723.12107165,1996-05-20,437019318.505357,1996-05-20,365587737.004738,1996-05-20,8358818.15443946,1996-05-20,,,,,289897316.832906,1996-05-20,,,,,29262314.3990601,1996-05-20,692124.696917596,1996-05-20,,,,,,,595223050.657575,1996-05-20,35343214.9490352,1996-05-20,121941901.767817,1996-05-20,94042946.2463319,1996-05-20,419565710.091458,1996-05-20,64133297.6690291,1996-05-20,175657339.742252,1996-05-20,88970566.9858637,1996-05-20,,,,
PORTq.L^I99,,,24382920.0792214,1997-04-16,,,,,-26497964.3144544,1997-04-16,,,14823407.1078219,1997-04-16,35507698.362268,1997-04-16,87125769.7079297,1997-04-16,,,,,,,,,,,1286,1997-04-16,,,0.0,1997-04-16,,,,,3549138.27553924,1997-04-16,584519.226196593,1997-04-16,,,,,,,59049971.9327351,1997-04-16,-5006821.02158192,1997-04-16,-5006821.02158192,1997-04-16,-4275089.44279287,1997-04-16,1157934.4399604,1997-04-16,5465737.82022585,1997-04-16,101934706.021068,1997-04-16,21238947.9493163,1997-04-16,-3673590.62374513,1997-04-16,409470918.251488,1997-04-16,322351261.314116,1997-04-16,11482495.4198574,1997-04-16,,,,,171082959.541102,1997-04-16,,,,,24308011.9193999,1997-04-16,723165.872002118,1997-04-16,,,,,,,517021747.961586,1997-04-16,21022640.7915126,1997-04-16,85720829.5568061,1997-04-16,63136012.782,1997-04-16,353384823.782877,1997-04-16,33874072.509945,1997-04-16,163636924.178709,1997-04-16,62325363.5051448,1997-04-16,,,,
PORTq.L^I99,,,29780845.4770008,1998-02-11,,,,,-15088009.04468,1998-02-11,,,29140234.1460478,1998-02-11,31520092.567053,1998-02-11,82696161.1881132,1998-02-11,,,,,,,,,,,1238,1998-02-11,,,7236493.40730569,1998-02-11,,,,,4476078.90465257,1998-02-11,794760.266783851,1998-02-11,,,,,,,53914846.8161934,1998-02-11,14139948.2985553,1998-02-11,14139948.2985553,1998-02-11,16569304.0169624,1998-02-11,2654279.39941774,1998-02-11,7879908.91363911,1998-02-11,98581362.4747048,1998-02-11,17443066.788992,1998-02-11,-2166220.14514694,1998-02-11,387045689.879703,1998-02-11,284626497.226828,1998-02-11,5696960.43491349,1998-02-11,,,,,185789791.37125,1998-02-11,,,,,24705095.9351387,1998-02-11,1528191.24426999,1998-02-11,,,,,,,485924450.361681,1998-02-11,27269961.8946443,1998-02-11,95282858.4669706,1998-02-11,57289857.9866191,1998-02-11,331061701.148783,1998-02-11,28010539.6766163,1998-02-11,154862749.212898,1998-02-11,56234873.7130678,1998-02-11,,,,
